"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"14260","Boise City, ID","5.1","2.9",".",".","0.1","0.075",".",".",".","36","9.9","93","25","."
"14380","Boone, NC",".",".",".",".",".",".",".",".",".","35","13.3",".",".","."
"14460","Boston-Cambridge-Newton, MA-NH","3.6","2.3","68","23","0.12","0.089","69","40","6","37","13.7","40","23","."
"14500","Boulder, CO","4.8","2.4",".",".","0.09","0.076",".",".",".","18","7.9",".",".","."
"14540","Bowling Green, KY",".",".","45","9","0.09","0.076","27","9","2","34","14.8","54","18","."
"14580","Bozeman, MT","2.6","0.9",".",".",".",".",".",".",".",".",".",".",".","."
"14660","Brainerd, MN",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","3.4","2.5","60","15","0.15","0.104","42","23","6","38","14.4","41","19","."
"15100","Brookings, SD",".",".",".",".",".",".",".",".",".","24","9.7","57","18","."
"15180","Brownsville-Harlingen, TX","3.4","1.7",".",".","0.08","0.067",".",".",".",".",".","139","29","."
"15260","Brunswick, GA",".",".",".",".","0.08","0.064",".",".",".","26","12.8","39","22","."
"15340","Bucyrus, OH",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","5.7","1.8","69","19","0.11","0.09","116","35","6","43","14.7",".",".","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","35","14.6",".",".","."
"15540","Burlington-South Burlington, VT","2.1","1.3","47","12","0.08","0.069",".",".",".","30","9.9","37","16","."
"15580","Butte-Silver Bow, MT","4.7","3.2",".",".",".",".",".",".",".","36","10.3","73","21","."
"15620","Cadillac, MI",".",".",".",".","0.09","0.077",".",".",".","31","9.5",".",".","."
"15700","Cambridge, MD",".",".",".",".","0.11","0.087",".",".",".",".",".",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","32","18","."
"15940","Canton-Massillon, OH","3.8","2.7",".",".","0.1","0.086",".",".",".","43","16.6",".",".","."
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.08","0.071",".",".",".","19","8.6","49","18","."
"16060","Carbondale-Marion, IL",".",".",".",".",".",".",".",".",".",".",".","42","24","."
"16100","Carlsbad-Artesia, NM",".",".","30","5","0.08","0.067","7","1","0",".",".",".",".","."
"16180","Carson City, NV","4.3","2.7",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"16300","Cedar Rapids, IA","2.1","1.1",".",".","0.08","0.073","109","42","5","35","11.8","51","23","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".",".",".",".","0.09","0.077",".",".",".","39","14.4",".",".","."
"16620","Charleston, WV",".",".",".",".","0.1","0.079","78","28","9","40","17.9","57","22","."
"16700","Charleston-North Charleston, SC","2.1","0.7",".","10","0.09","0.077","44","12","2","33","12.3","48","21","."
"16740","Charlotte-Concord-Gastonia, NC-SC","2.9","2.3","52","15","0.13","0.09","91","14","3","34","15.8","51","27","."
"16820","Charlottesville, VA",".",".",".",".",".",".",".",".",".",".",".","39","21","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.1","0.08",".",".",".","37","16.6",".",".","."
"16940","Cheyenne, WY",".",".",".",".",".",".",".",".",".","9","4.1",".",".","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","4.5","2.5","84","30","0.12","0.093","115","43","6","52","18.7","183","36","."
"17020","Chico, CA","3.2","2.5","43","9","0.09","0.081",".",".",".","54","12.3","61","23","."
"17140","Cincinnati, OH-KY-IN","3.2","1.8","71","21","0.12","0.092","166","36","9","51","20","59","28","."
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.08","0.068",".",".",".","35","10.8",".",".","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","34","14.9",".",".","."
"17300","Clarksville, TN-KY",".",".",".","4","0.09","0.078","70","17","7","43","15.1","47","21","."
"17340","Clearlake, CA",".",".",".",".","0.07","0.061",".",".",".","11","4.8",".",".","."
"17380","Cleveland, MS",".",".",".",".","0.08","0.074",".",".",".","33","13.3",".",".","."
"17420","Cleveland, TN",".",".","39","12",".",".","81","26","6",".",".","80","26","."
"17460","Cleveland-Elyria, OH","15.9","3.1","68","22","0.13","0.097","193","77","10","51","19.4","115","41","."
"17540","Clinton, IA",".",".",".",".","0.1","0.078","53","15","3","40","13.9","80","22","."
"17660","Coeur d'Alene, ID",".",".","38","7","0.08","0.066",".",".",".",".",".","68","17","."
"17700","Coffeyville, KS",".",".",".",".",".",".","25","23","1",".",".",".",".","."
"17820","Colorado Springs, CO","5.2","2.7",".",".","0.1","0.077",".",".",".","17","7.6","46","22","."
"17860","Columbia, MO",".",".",".",".",".",".",".",".",".","35","12.9",".",".","."
"17900","Columbia, SC","2.5","2.2","51","12","0.11","0.086","102","17","3","37","15.2","128","42","."
"17980","Columbus, GA-AL",".",".",".",".","0.1","0.078","25","8","2","39","15.7",".",".","."
"18140","Columbus, OH","4.2","2",".",".","0.11","0.092","55","28","4","45","16.5","85","35","."
"18180","Concord, NH",".",".",".",".","0.09","0.075","166","53","7","24","10.1",".",".","."
"18260","Cookeville, TN",".",".",".",".",".",".",".",".",".","38","14.4",".",".","."
"18500","Corning, NY",".",".",".",".",".",".",".",".",".","29","9.8",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.09","0.068","47","12","2","32","11","45","24","."
"19100","Dallas-Fort Worth-Arlington, TX","7.5","2.6","57","17","0.13","0.103","63","14","2","29","13.4","54","31","."
"19140","Dalton, GA",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"19300","Daphne-Fairhope-Foley, AL",".",".",".",".","0.09","0.074",".",".",".","26","11.7",".",".","."
"19340","Davenport-Moline-Rock Island, IA-IL",".",".",".","4","0.09","0.077","37","15","3","41","15.2","151","46","."
"19380","Dayton, OH","2.8","1.8",".",".","0.1","0.083",".",".",".","45","17.4","60","28","."
"19460","Decatur, AL",".",".",".",".","0.1","0.079",".",".",".","36","13.6",".",".","."
"19500","Decatur, IL",".",".",".",".","0.09","0.076","44","19","4","42","14.5",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.09","0.07",".",".",".","23","9.2","72","20","."
"19700","Deming, NM",".",".",".",".",".",".",".",".",".",".",".","50","22","."
"19740","Denver-Aurora-Lakewood, CO","4.3","2.5","75","28","0.1","0.084","43","9","2","29","10.3","97","39","."
"19760","DeRidder, LA",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"19780","Des Moines-West Des Moines, IA","2.8","2.1",".","11","0.08","0.072",".",".",".","34","11.3","43","22","."
"19820","Detroit-Warren-Dearborn, MI","3.6","2.1","60","20","0.12","0.089","137","45","6","58","18.5","132","40","."
"19860","Dickinson, ND",".",".",".",".","0.07","0.059","6","2","0","11","4.3",".",".","."
"19980","Dodge City, KS",".",".",".",".",".",".",".",".",".",".",".","53","19","."
"20020","Dothan, AL",".",".",".",".","0.08","0.068",".",".",".","32","13.2",".",".","."
"20100","Dover, DE",".",".",".",".","0.1","0.082",".",".",".","35","13.2",".",".","."
"20180","DuBois, PA",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","4.2","1.6",".",".","0.08","0.07",".",".",".","25","7.8","54","26","."
"20420","Durango, CO","1.7","1.6","18","3","0.09","0.075",".",".",".",".",".","56","21","."
"20500","Durham-Chapel Hill, NC","1.3","0.9",".",".","0.09","0.079",".",".",".","30","13.6","36","19","."
"20540","Dyersburg, TN",".",".",".",".",".",".",".",".",".","35","13.9",".",".","."
"20820","Effingham, IL",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"20940","El Centro, CA","10.5","7.4","80","15","0.12","0.09","2","2","0","22","9.4","102","53","."
"20980","El Dorado, AR",".",".",".",".",".",".",".",".",".","40","14.8",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.09","0.079",".",".",".","35","14.5","46","20","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"21300","Elmira, NY",".",".",".",".","0.08","0.069","26","15","3",".",".",".",".","."
"21340","El Paso, TX","11.5","5.4","73","17","0.13","0.081","15","8","2","41","16.8","208","51","."
"21500","Erie, PA","3.1","1.4","57","13","0.1","0.086","80","41","11","41","14.4","53","16","."
"21660","Eugene, OR","4.9","2.7",".",".","0.09","0.071",".",".",".","58","12.8","73","17","."
"21780","Evansville, IN-KY","3.3","2.1","39","10","0.09","0.08","143","34","6","43","16.9","58","29","."
"21820","Fairbanks, AK","6.6","4.5",".",".",".",".",".",".",".",".",".",".",".","."
"21900","Fairmont, WV",".",".",".",".",".",".",".",".",".","34","15.9",".",".","."
"21980","Fallon, NV",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"22020","Fargo, ND-MN",".",".","38","6","0.07","0.061","7","3","0","23","7.6","55","17","."
"22140","Farmington, NM",".",".","39","12","0.09","0.075","82","13","2","11","5.5","27","15","."
"22180","Fayetteville, NC","3.6","2.8",".",".","0.11","0.091",".",".",".","32","14","42","19","."
"22300","Findlay, OH",".",".",".",".",".",".",".",".",".",".",".","42","23","."
"22380","Flagstaff, AZ",".",".",".",".","0.09","0.079",".",".",".","13","6",".",".","."
"22420","Flint, MI",".",".",".",".","0.09","0.08","22","13","2","36","12.9","67","20","."
"22500","Florence, SC",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".","0.09","0.072","41","10","2","32","13.2",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","5","2.4",".",".","0.1","0.078",".",".",".","16","7","46","20","."
"22800","Fort Madison-Keokuk, IA-IL-MO",".",".",".",".",".",".",".",".",".",".",".","57","22","."
"22840","Fort Payne, AL",".",".",".",".","0.08","0.072",".",".",".","33","14.2",".",".","."
"22900","Fort Smith, AR-OK",".",".",".",".",".",".",".",".",".","36","14.1",".",".","."
"23060","Fort Wayne, IN","2.8","2.1",".",".","0.1","0.086",".",".",".","38","15.7","92","30","."
"23180","Frankfort, KY",".",".",".",".",".",".",".",".",".","38","14.6",".",".","."
"23420","Fresno, CA","4","2.8","69","17","0.13","0.101",".",".",".","74","16.9","92","39","."
"23460","Gadsden, AL",".",".",".",".","0.08","0.071",".",".",".","39","15.4","70","24","."
"23500","Gaffney, SC",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.08","0.072",".",".",".","25","9.7",".",".","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","34","14.5",".",".","."
"23820","Gardnerville Ranchos, NV","7.8","3.6",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".","73","13","1",".",".","63","28","."
"23900","Gettysburg, PA","0.4","0.3",".",".","0.09","0.08",".",".",".","36","13.6",".",".","."
"23940","Gillette, WY",".",".","12","6","0.07","0.063","57","26","3","12","5.1","166","32","."
"24060","Glenwood Springs, CO",".",".",".",".",".",".",".",".",".",".",".","64","23","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","34","13.5",".",".","."
"24260","Grand Island, NE",".",".",".",".",".",".",".",".",".","23","8.3",".",".","."
"24300","Grand Junction, CO","2.7","2",".",".",".",".",".",".",".","18","8.4","104","32","."
"24340","Grand Rapids-Wyoming, MI","2.6","1.9",".","15","0.11","0.086","23","10","1","46","15.4","58","21","."
"24420","Grants Pass, OR","4.4","3.6",".",".",".",".",".",".",".",".",".","36","16","."
"24500","Great Falls, MT","3.7","2",".",".",".",".","70","27","3","18","5.9","21","8","."
"24540","Greeley, CO","4.8","2.8",".",".","0.1","0.078",".",".",".","21","8.2","48","22","."
"24580","Green Bay, WI",".",".",".",".","0.11","0.088","78","14","4","44","13.5",".",".","."
"24660","Greensboro-High Point, NC","2.7","2.1",".",".","0.09","0.082",".",".",".","31","14.2","35","17","."
"24780","Greenville, NC",".",".",".",".","0.09","0.08",".",".",".","27","12.2",".",".","."
"24860","Greenville-Anderson-Mauldin, SC","3.6","2.4","53","13","0.1","0.082","39","16","3","36","15.8","47","20","."
"24940","Greenwood, SC",".",".",".",".","0.09","0.082",".",".",".","32","14.1",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".","11","7","2","22","6.3","88","26","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".",".","9","0.1","0.084",".",".",".",".",".",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.09","0.079",".",".",".","37","17",".",".","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","35","14.6",".",".","."
"25260","Hanford-Corcoran, CA",".",".","57","12","0.11","0.085",".",".",".","75","17.5","113","42","."
"25420","Harrisburg-Carlisle, PA","2","1.3","59","15","0.11","0.085","79","20","4","40","15.5","56","21","."
"25460","Harrison, AR",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".","48","14",".",".","19","9","1",".",".","40","21","."
"25540","Hartford-West Hartford-East Hartford, CT","9.9","4.4","59","16","0.14","0.097","31","19","3","34","11.5",".",".","."
"25740","Helena, MT",".",".",".",".",".",".",".",".",".","38","8.5","55","21","."
"25760","Helena-West Helena, AR",".",".",".",".",".",".",".",".",".","35","13.7",".",".","."
"25840","Hermiston-Pendleton, OR",".",".",".",".",".",".",".",".",".",".",".","36","18","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.09","0.08",".",".",".","37","15.9","38","21","."
"25900","Hilo, HI",".",".",".",".",".",".","1039","308","19",".",".",".",".","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26020","Hobbs, NM",".",".","45","7","0.09","0.074",".",".",".",".",".",".",".","."
"26090","Holland, MI",".",".",".",".","0.12","0.094",".",".",".","36","12.4",".",".","."
"26140","Homosassa Springs, FL",".",".",".",".",".",".",".",".",".","22","9",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","35","14.2",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.1","0.081",".",".",".","28","11.2",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","3.8","2.6","64","19","0.16","0.102","94","30","7","29","16.4","137","49","."
"26540","Huntington, IN",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH",".",".","78","15","0.1","0.082","75","71","9","41","18.1","72","33","."
"26620","Huntsville, AL",".",".",".",".","0.09","0.075",".",".",".","40","14.4","52","20","."
"26860","Indiana, PA",".",".","34","6","0.1","0.088","130","32","8",".",".",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","4.2","2.4","54","15","0.1","0.087","141","35","6","46","19.3","58","28","."
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","41","13.6",".",".","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"27140","Jackson, MS","3.4","2.6",".",".","0.08","0.072","19","5","1","37","13.7",".",".","."
"27180","Jackson, TN",".",".",".",".",".",".",".",".",".",".",".","42","19","."
"27220","Jackson, WY-ID","1.6","0.8",".",".","0.07","0.06",".",".",".",".",".","62","19","."
"27260","Jacksonville, FL","3.2","2.2",".","13","0.09","0.077","76","22","2","27","10.7","67","26","."
"27340","Jacksonville, NC",".",".",".",".",".",".",".",".",".","27","11.3","31","15","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.1","0.089","82","25","4","34","11.1",".",".","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".","119","27","7","41","16.9","55","26","."
"27780","Johnstown, PA","1.7","1.2","45","13","0.09","0.077","97","37","7","43","16.8","73","24","."
"27900","Joplin, MO",".",".",".",".",".",".",".",".",".",".",".","130","34","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","35","8.1","35","11","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".",".",".","119","25","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.09","0.081",".",".",".","33","13.8",".",".","."
"28060","Kalispell, MT","5.5","3.3",".",".","0.06","0.057",".",".",".","22","9.7","104","26","."
"28140","Kansas City, MO-KS","4.2","3.1","58","18","0.13","0.088","139","59","6","35","14.1","76","34","."
"28300","Keene, NH",".",".",".",".","0.09","0.074",".",".",".","29","12",".",".","."
"28420","Kennewick-Richland, WA",".",".",".",".",".",".",".",".",".",".",".","268","25","."
"28700","Kingsport-Bristol-Bristol, TN-VA","2.4","1.3",".","12","0.1","0.083","188","39","6","32","15",".",".","."
"28740","Kingston, NY",".",".",".",".","0.09","0.08","15","11","1",".",".",".",".","."
"28820","Kinston, NC",".",".",".",".","0.09","0.081",".",".",".","28","11.8",".",".","."
"28900","Klamath Falls, OR","4","3",".",".",".",".",".",".",".","49","11.7","75","22","."
"28940","Knoxville, TN",".",".",".",".","0.1","0.086","184","90","11","36","16.3","96","34","."
"29020","Kokomo, IN",".",".",".",".",".",".",".",".",".","38","15.9",".",".","."
"29060","Laconia, NH",".",".",".",".","0.09","0.073",".",".",".","19","7.8",".",".","."
"29180","Lafayette, LA",".",".",".",".",".",".",".",".",".","26","11.8",".",".","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.08","0.075",".",".",".","49","16.5",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".","31","8.8","48","22","."
"29340","Lake Charles, LA",".",".","43","8","0.11","0.085","47","14","2","27","11.3",".",".","."
"29380","Lake City, FL",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.1","0.075",".",".",".","22","9.6","61","19","."
"29540","Lancaster, PA","2.5","1.5","50","14","0.11","0.085","78","22","5","45","18.2","63","20","."
"29620","Lansing-East Lansing, MI",".",".",".",".","0.09","0.082",".",".",".","38","13.5",".",".","."
"29660","Laramie, WY",".",".",".",".","0.08","0.065",".",".",".",".",".","47","21","."
"29700","Laredo, TX","5","3",".",".","0.08","0.064",".",".",".",".",".","95","27","."
"29740","Las Cruces, NM","3.1","2.3","48","10","0.1","0.076","8","2","0","36","9.8","235","49","."
"29820","Las Vegas-Henderson-Paradise, NV","6.3","5.2","63","20","0.12","0.089","10","8","5","29","10","142","40","."
"29860","Laurel, MS",".",".",".",".",".",".",".",".",".","34","14.8",".",".","."
"29940","Lawrence, KS",".",".",".",".","0.1","0.073",".",".",".",".",".",".",".","."
"29980","Lawrenceburg, TN",".",".",".",".",".",".",".",".",".","31","12.1",".",".","."
"30020","Lawton, OK","1.5","0.9",".",".","0.09","0.079",".",".",".",".",".",".",".","."
"30420","Lexington, NE",".",".",".",".",".",".",".",".",".",".",".","105","39","."
"30460","Lexington-Fayette, KY",".",".","53","12","0.1","0.079","39","14","4","36","16.1","47","24","."
"30620","Lima, OH",".",".",".",".","0.09","0.081","27","15","3",".",".","42","25","."
"30700","Lincoln, NE","4.1","2.8",".",".","0.07","0.056",".",".",".","29","9.9",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","2.6","2.1","54","12","0.1","0.086","8","5","2","40","16","48","25","."
"30860","Logan, UT-ID",".",".",".",".","0.08","0.069","7","4","1","62","13","88","24","."
"30940","London, KY",".",".",".",".",".",".",".",".",".","30","14.1","39","20","."
"30980","Longview, TX",".",".","30","7","0.11","0.088","68","10","1",".",".",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","7.2","5.6","81","31","0.17","0.118","40","10","6","54","18.8","79","43","."
"31140","Louisville/Jefferson County, KY-IN","4","2.6","56","17","0.12","0.089","159","31","8","47","18.5","72","29","."
"31220","Ludington, MI",".",".",".",".","0.11","0.085",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","31","12.9",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","35","13.4",".",".","."
"31420","Macon, GA",".",".",".",".","0.1","0.082",".",".",".","33","16.7","49","29","."
"31460","Madera, CA",".",".","44","10","0.09","0.076",".",".",".",".",".",".",".","."
"31540","Madison, WI",".",".",".",".","0.09","0.08",".",".",".","40","12.7",".",".","."
"31660","Malone, NY",".",".",".",".","0.09","0.083","10","8","1",".",".","51","13","."
"31700","Manchester-Nashua, NH","6.1","3.2","49","11","0.11","0.082","47","21","4","27","10.5","47","20","."
"31740","Manhattan, KS",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"31820","Manitowoc, WI",".",".",".",".","0.11","0.095",".",".",".","36","11.1",".",".","."
"31930","Marietta, OH",".",".",".",".","0.1","0.088",".",".",".",".",".",".",".","."
"32000","Marion, NC",".",".",".",".",".",".",".",".",".","34","15.4",".",".","."
"32220","Marshall, TX",".",".","25","4","0.09","0.084",".",".",".",".",".",".",".","."
"32380","Mason City, IA",".",".",".",".",".",".","29","10","1",".",".","149","36","."
"32420","Mayaguez, PR",".",".",".",".",".",".",".",".",".","21","7.8",".",".","."
"32540","McAlester, OK",".",".",".",".","0.08","0.071",".",".",".","29","11.8","44","22","."
"32580","McAllen-Edinburg-Mission, TX",".",".",".",".","0.08","0.069",".",".",".","26","11.2",".",".","."
"32780","Medford, OR","6.2","3.8",".",".","0.08","0.068",".",".",".","36","10.1","51","22","."
"32820","Memphis, TN-MS-AR","3.8","2.8",".",".","0.13","0.096","118","37","5","42","14.9","60","30","."
"32900","Merced, CA",".",".","45","11","0.1","0.083",".",".",".","48","14.1","68","28","."
"32940","Meridian, MS",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"33060","Miami, OK","1.1","0.5",".",".","0.09","0.079",".",".",".","32","12.3","70","25","."
