"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"12020","Athens-Clarke County, GA",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"12060","Atlanta-Sandy Springs-Roswell, GA","1.7","1.4","53","12","0.11","0.088","11","3","1","23","13.6","38","20","0.03"
"12100","Atlantic City-Hammonton, NJ",".",".",".",".","0.09","0.076","5","1","0","19","7.6",".",".","."
"12260","Augusta-Richmond County, GA-SC",".",".",".",".","0.09","0.072",".",".",".","23","10.7","26","15","."
"12300","Augusta-Waterville, ME",".",".",".","4","0.08","0.064",".",".",".",".",".","48","14","."
"12420","Austin-Round Rock, TX","0.7","0.4",".",".","0.1","0.076",".",".",".","17","7.8","32","15","."
"12540","Bakersfield, CA",".","0.7","56","15","0.11","0.091",".",".",".","56","14.7","88","41","."
"12580","Baltimore-Columbia-Towson, MD","2.5","1.6","56","16","0.11","0.087","19","6","2","25","12","31","16","."
"12620","Bangor, ME",".",".",".",".","0.07","0.058",".",".",".",".",".","55","18","."
"12660","Baraboo, WI",".",".",".",".","0.09","0.073",".",".",".","23","10.1","37","11","."
"12700","Barnstable Town, MA",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"12940","Baton Rouge, LA","2.2","1.7","51","11","0.1","0.078","32","9","3","23","10.3","75","25","."
"13020","Bay City, MI",".",".",".",".",".",".",".",".",".","22","7.7",".",".","."
"13140","Beaumont-Port Arthur, TX","0.7","0.5","34","6","0.1","0.081","44","7","1",".",".",".",".","."
"13180","Beaver Dam, WI","0.6","0.4",".",".","0.09","0.078","6","2","0","26","8.9","28","13","."
"13220","Beckley, WV",".",".",".",".",".",".",".",".",".","17","8.3",".",".","."
"13380","Bellingham, WA",".",".",".",".","0.06","0.047",".",".",".",".",".",".",".","."
"13460","Bend-Redmond, OR",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"13540","Bennington, VT",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"13620","Berlin, NH-VT",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"13740","Billings, MT",".",".",".",".",".",".","70","16","3",".",".",".",".","."
"13820","Birmingham-Hoover, AL","5.1","1.7",".",".","0.11","0.084","36","7","1","24","12.1","46","22","0.03"
"13860","Bishop, CA",".",".",".",".","0.08","0.073",".",".",".",".",".","880","44","."
"13900","Bismarck, ND",".",".","34","5","0.07","0.057","40","7","1","16","6.4","56","16","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"14010","Bloomington, IL",".",".",".",".","0.08","0.079",".",".",".",".",".",".",".","."
"14020","Bloomington, IN",".",".",".",".","0.09","0.082",".",".",".","19","10",".",".","."
"14260","Boise City, ID","2.6","1.6",".",".","0.09","0.073","6","4","1",".",".","182","26","0"
"14380","Boone, NC",".",".",".",".",".",".",".",".",".","14","7.5",".",".","."
"14460","Boston-Cambridge-Newton, MA-NH","2.1","1.6","49","19","0.1","0.074","21","6","2","23","9.5","37","17","0"
"14500","Boulder, CO",".",".",".",".","0.1","0.076",".",".",".",".",".","43","22","."
"14540","Bowling Green, KY","0.3","0.3",".",".","0.09","0.081","9","3","1",".",".",".",".","."
"14580","Bozeman, MT","3.9","1","26","3",".",".",".",".",".",".",".",".",".","."
"14660","Brainerd, MN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"14700","Branson, MO",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","2.6","1.6","38","8","0.12","0.09","13","6","1","23","9.3","34","17","."
"15100","Brookings, SD",".",".",".",".","0.07","0.067",".",".",".","21","8.6","83","23","."
"15180","Brownsville-Harlingen, TX","1.2","0.5",".",".","0.07","0.058",".",".",".","24","9.8",".",".","0.01"
"15260","Brunswick, GA",".",".",".",".","0.07","0.057","4","2","1",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","1.6","1.1","32","10","0.09","0.082","14","6","3","23","9.4",".",".","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","18","8.5",".",".","."
"15540","Burlington-South Burlington, VT","1.3","1",".","7","0.07","0.065",".",".",".","17","6.9","19","7","."
"15580","Butte-Silver Bow, MT",".",".",".",".",".",".",".",".",".","48","11.2","136","28","."
"15620","Cadillac, MI",".",".","9","1","0.09","0.078",".",".",".","15","5.9",".",".","."
"15700","Cambridge, MD",".","0.3",".",".","0.11","0.088",".",".",".",".",".",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","38","19","."
"15940","Canton-Massillon, OH","1.8","1.6",".",".","0.09","0.077",".",".",".","27","12.3",".",".","0.02"
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.08","0.065",".",".",".",".",".","57","15","."
"16100","Carlsbad-Artesia, NM",".",".","18","2","0.08","0.073",".",".",".",".",".",".",".","."
"16180","Carson City, NV",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"16220","Casper, WY",".",".","27","5",".",".",".",".",".","17","5.4","54","17","."
"16300","Cedar Rapids, IA","2.3","1.8",".",".","0.08","0.072","29","7","1","23","9.5","53","23","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".","0.2",".",".","0.08","0.075",".",".",".",".",".",".",".","."
"16620","Charleston, WV",".",".",".",".","0.09","0.073","38","14","4","21","10.8",".",".","."
"16700","Charleston-North Charleston, SC",".",".",".","7","0.08","0.064",".",".",".",".",".","41","17","."
"16740","Charlotte-Concord-Gastonia, NC-SC","3","1.5",".","9","0.11","0.085","8","2","0","21","9.6","38","18","0"
"16820","Charlottesville, VA",".",".",".",".","0.08","0.068",".",".",".","17","7.8",".",".","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.1","0.077",".",".",".","22","10.5","28","15","."
"16940","Cheyenne, WY","0.7","0.3","36","4","0.08","0.068","7","2","0","17","5.7","37","13","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","4","1.9","63","22","0.12","0.093","108","22","3","32","12.5","153","27","0.13"
"17020","Chico, CA","2.1","1.7",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"17140","Cincinnati, OH-KY-IN",".","1","29","4","0.11","0.091","85","32","2","28","13.9","105","49","0.01"
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.07","0.062",".",".",".","16","6.8",".",".","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","20","9.7",".",".","."
"17300","Clarksville, TN-KY",".",".",".",".","0.09","0.078","55","8","2","20","9.9","29","17","."
"17340","Clearlake, CA",".",".",".",".","0.1","0.065",".",".",".","14","3.9",".",".","."
"17380","Cleveland, MS",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"17420","Cleveland, TN",".",".",".",".",".",".",".",".",".",".",".","34","19","."
"17460","Cleveland-Elyria, OH","7.5","4.6","48","14","0.11","0.089","163","55","5","29","12.3","189","51","0.03"
"17540","Clinton, IA",".",".",".",".","0.08","0.076","60","21","2","24","10.7",".",".","."
"17640","Coco, PR",".",".",".",".",".",".","13","4","2",".",".",".",".","0.02"
"17820","Colorado Springs, CO","2.7","1.4",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"17860","Columbia, MO",".",".",".",".","0.08","0.078",".",".",".",".",".",".",".","."
"17900","Columbia, SC","1.2","0.8",".",".","0.08","0.066","8","1","0",".",".","38","15","0"
"17980","Columbus, GA-AL",".",".",".",".","0.08","0.067","8","2","1","28","11.4","29","15","0.17"
"18140","Columbus, OH","2.6","1.6",".",".","0.11","0.082",".",".",".","22","10.9","62","29","0.01"
"18180","Concord, NH",".",".",".",".","0.08","0.064","27","5","1","23","9.4",".",".","."
"18500","Corning, NY","0.5","0.5",".",".","0.07","0.066","8","4","0","19","6.8",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.09","0.069","13","7","0","41","10.6","53","24","."
"18620","Corsicana, TX",".",".","28","4","0.09","0.07","33","6","1",".",".",".",".","."
"18780","Craig, CO",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"18860","Crescent City, CA",".",".",".",".",".",".",".",".",".",".",".","32","15","."
"18880","Crestview-Fort Walton Beach-Destin, FL",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"19000","Cullowhee, NC",".",".",".",".","0.09","0.069",".",".",".","14","8.1",".",".","."
"19100","Dallas-Fort Worth-Arlington, TX","1.7","1.4","53","12","0.12","0.092","15","3","1","25","11.9","66","27","0.31"
"19140","Dalton, GA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"19300","Daphne-Fairhope-Foley, AL",".",".",".",".","0.08","0.067",".",".",".","18","9.2",".",".","."
"19340","Davenport-Moline-Rock Island, IA-IL","1.1","0.8","34","8","0.08","0.072","12","4","1","25","10.4","137","44","."
"19380","Dayton, OH","2","1.3",".",".","0.1","0.079",".",".",".","24","11","39","22","0.01"
"19460","Decatur, AL",".",".",".",".","0.09","0.074",".",".",".","18","8.9",".",".","."
"19500","Decatur, IL",".",".",".",".","0.09","0.076","38","13","2",".",".",".",".","0.08"
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.08","0.065",".",".",".",".",".","37","15","."
"19700","Deming, NM",".",".","31","4","0.08","0.071",".",".",".",".",".","927","34","."
"19740","Denver-Aurora-Lakewood, CO","4","2","72","25","0.11","0.086","39","10","2",".",".","103","31","."
"19780","Des Moines-West Des Moines, IA","2.1","1.2","40","8","0.08","0.07","1","1","0","21","9.2","49","23","."
"19820","Detroit-Warren-Dearborn, MI","2.7","2.3","43","19","0.1","0.083","80","29","4","34","12.3","134","31","0.01"
"19860","Dickinson, ND",".",".",".",".","0.06","0.057","6","2","0","12","4.4",".",".","."
"19980","Dodge City, KS",".",".",".",".",".",".",".",".",".",".",".","54","15","."
"20020","Dothan, AL",".",".",".",".","0.07","0.063",".",".",".","16","8.8",".",".","."
"20100","Dover, DE",".",".",".",".","0.1","0.087",".",".",".","21","8.2",".",".","."
"20180","DuBois, PA",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","1.6","1",".",".","0.08","0.063",".",".",".","22","6.3","50","21","0.01"
"20420","Durango, CO","0.8","0.6","29","6","0.08","0.069",".",".",".",".",".","59","19","."
"20500","Durham-Chapel Hill, NC",".",".",".",".","0.09","0.076",".",".",".","18","8.3","30","13","."
"20700","East Stroudsburg, PA",".",".",".",".","0.08","0.069",".",".",".","19","7.9",".",".","."
"20740","Eau Claire, WI",".",".",".",".","0.08","0.068",".",".",".","23","8.1","25","11","."
"20820","Effingham, IL",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"20940","El Centro, CA","6.1","4.5","66","14","0.1","0.084","7","3","0","40","14.2","321","64","0.03"
"20980","El Dorado, AR",".",".",".",".",".",".","27","14","2","26","10.9",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.09","0.075",".",".",".","33","12.3",".",".","."
"21220","Elko, NV",".",".",".",".",".",".",".",".",".",".",".","111","28","."
"21300","Elmira, NY",".",".",".",".","0.08","0.071","7","5","1",".",".",".",".","."
"21340","El Paso, TX","7.4","3.9","59","16","0.1","0.074","5","2","1","21","9.9","55","28","0.03"
"21500","Erie, PA","1","0.6","31","6","0.09","0.082",".",".",".","25","11.2",".",".","."
"21660","Eugene, OR",".",".",".",".","0.08","0.062",".",".",".","38","7.6","41","12","."
"21700","Eureka-Arcata-Fortuna, CA","1","0.7","19","3","0.05","0.046","0","0","0","17","6.8","44","16","."
"21740","Evanston, WY",".",".","10","2","0.07","0.067",".",".",".",".",".","51","12","."
"21780","Evansville, IN-KY","6.8","4.7","34","7","0.1","0.087","76","17","3","23","11.5","30","18","."
"21820","Fairbanks, AK","6.7","3.6",".",".","0.05","0.048","49","32","8","50","11.3","83","23","."
"21900","Fairmont, WV",".",".",".",".",".",".",".",".",".","20","10.3",".",".","."
"21980","Fallon, NV",".",".",".",".","0.06","0.052",".",".",".",".",".",".",".","."
"22020","Fargo, ND-MN","0.6","0.4","34","5","0.07","0.063","4","1","0","23","7.5","92","21","."
"22100","Farmington, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.13"
"22140","Farmington, NM",".",".","40","13","0.08","0.071","24","4","1","11","4.9","32","9","."
"22180","Fayetteville, NC",".",".",".",".","0.09","0.069","4","1","0","18","8.9","26","16","."
"22220","Fayetteville-Springdale-Rogers, AR-MO",".",".",".",".","0.09","0.079",".",".",".","20","9.6",".",".","."
"22280","Fernley, NV",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"22380","Flagstaff, AZ",".",".",".",".","0.08","0.073",".",".",".","12","5.4","35","17","."
"22420","Flint, MI",".",".",".",".","0.1","0.085",".",".",".","21","8",".",".","."
"22500","Florence, SC",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".","0.09","0.072",".",".",".","18","8.8",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","2.5","1.7",".",".","0.11","0.08",".",".",".",".",".","91","24","."
"22840","Fort Payne, AL",".",".",".",".","0.08","0.073",".",".",".","17","9.2",".",".","."
"22900","Fort Smith, AR-OK",".",".","31","8","0.1","0.077",".",".",".","23","10.2","61","20","."
"23060","Fort Wayne, IN","2.5","2",".",".","0.09","0.077",".",".",".","27","14",".",".","."
"23340","Fremont, NE",".",".",".",".",".",".",".",".",".",".",".",".",".","0.14"
"23420","Fresno, CA","3.2","2.1","56","13","0.12","0.097","8","2","1","57","15.4","76","33","."
"23460","Gadsden, AL",".",".",".",".","0.07","0.061",".",".",".","17","9.6",".",".","."
"23500","Gaffney, SC",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","17","9.3",".",".","."
"23820","Gardnerville Ranchos, NV","9.2","5.4",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".",".",".",".",".",".","50","20","."
"23900","Gettysburg, PA","0.7","0.6",".",".","0.08","0.073",".",".",".","28","11",".",".","."
"23940","Gillette, WY",".",".","34","8","0.09","0.071","39","12","1",".",".","167","32","."
"24060","Glenwood Springs, CO",".",".",".",".","0.1","0.082",".",".",".",".",".","55","19","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","18","8.8",".",".","."
"24260","Grand Island, NE",".",".",".",".",".",".",".",".",".","18","7.6",".",".","."
"24300","Grand Junction, CO","1.6","1",".",".","0.09","0.073",".",".",".",".",".","64","19","."
"24340","Grand Rapids-Wyoming, MI","2.1","1.4",".",".","0.1","0.084","16","4","1","29","9.6","35","15","0.01"
"24420","Grants Pass, OR",".",".",".",".",".",".",".",".",".","18","6.9",".",".","."
"24540","Greeley, CO","3.2","1.6",".",".","0.1","0.08",".",".",".",".",".","91","26","."
"24580","Green Bay, WI",".",".",".",".","0.11","0.086","72","14","2","28","9.6",".",".","."
"24660","Greensboro-High Point, NC",".",".",".",".","0.09","0.078",".",".",".","20","8.5","24","14","."
"24780","Greenville, NC",".",".",".",".","0.08","0.071",".",".",".","19","7.9",".",".","."
"24860","Greenville-Anderson-Mauldin, SC",".","1.2",".",".","0.09","0.071",".",".",".",".",".","37","15","."
"24940","Greenwood, SC",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".",".",".",".","17","5.5","91","27","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".",".","4","0.09","0.074","21","4","1",".",".",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.09","0.074",".",".",".","30","11.3",".",".","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","23","9.1",".",".","."
"25260","Hanford-Corcoran, CA",".",".","48","9","0.1","0.082",".",".",".","48","14.8","117","41","."
"25420","Harrisburg-Carlisle, PA",".",".","19","3","0.09","0.078","9","3","0","31","12.1","40","19","."
"25460","Harrison, AR",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".",".","9","0.08","0.068","4","2","1","18","8.8",".",".","."
"25540","Hartford-West Hartford-East Hartford, CT","7.8","2.5","37","9","0.1","0.083",".",".","1","20","8.5","22","11","."
"25740","Helena, MT","0.5","0.4",".",".","0.06","0.052","2","1","0","33","9.1",".",".","."
"25840","Hermiston-Pendleton, OR",".",".",".",".","0.08","0.067",".",".",".","22","7.2",".",".","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.08","0.067",".",".",".","18","9.5",".",".","."
"25900","Hilo, HI",".",".",".",".",".",".","1969","491","52","28","16.2",".",".","."
"26020","Hobbs, NM",".",".","35","6","0.07","0.059",".",".",".",".",".",".",".","."
"26090","Holland, MI",".",".",".",".","0.12","0.095",".",".",".","23","8.5",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","22","10.5",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.09","0.072",".",".",".","17","7.7",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","2.3","1.9","60","15","0.13","0.087","29","10","1","31","12.7","128","39","0.01"
"26540","Huntington, IN",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH",".",".","30","6","0.1","0.076","16","8","3","22","11.3","92","31","0"
"26620","Huntsville, AL",".",".",".",".","0.09","0.076",".",".",".","19","9.3","38","16","0.01"
"26820","Idaho Falls, ID",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"26860","Indiana, PA",".",".",".",".","0.1","0.082","70","20","4",".",".",".",".","0.02"
"26900","Indianapolis-Carmel-Anderson, IN","3.5","2.4",".","10","0.1","0.084","92","25","4","27","12.4","71","30","0.04"
"26960","Ionia, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.06"
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","22","9.6","50","22","."
"27060","Ithaca, NY",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"27140","Jackson, MS",".","0.6",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"27220","Jackson, WY-ID","1.4","0.7",".",".","0.08","0.067",".",".",".","25","6.3","65","17","."
"27260","Jacksonville, FL","3.8","1.6","37","8","0.08","0.061","54","19","2",".",".","55","19","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.1","0.081","26","7","1","20","7.6",".",".","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.09","0.08",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".","140","24","5","22","10.8","30","18","."
"27620","Jefferson City, MO",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"27780","Johnstown, PA","1.4","1.2","34","9","0.1","0.073",".",".",".","28","11.6","54","21","."
"27900","Joplin, MO",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","24","6.4","21","7","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".","14","6.4",".",".","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.1","0.084",".",".",".","27","10",".",".","."
"28060","Kalispell, MT",".",".",".",".","0.07","0.055",".",".",".","26","7.8","136","21","."
"28140","Kansas City, MO-KS","2.6","1.9","53","14","0.1","0.086","167","69","6","21","9.7","82","31","0.01"
"28180","Kapaa, HI","1.2","0.9",".","3",".",".",".",".",".","14","6.8",".",".","."
"28300","Keene, NH",".","1",".",".","0.08","0.063",".",".",".","26","8.9",".",".","."
"28420","Kennewick-Richland, WA",".",".",".",".",".",".",".",".",".",".",".","89","16","."
"28660","Killeen-Temple, TX",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"28700","Kingsport-Bristol-Bristol, TN-VA","1.4","0.9","46","11","0.1","0.076","163","31","5","17","8.8",".",".","0.07"
"28740","Kingston, NY",".",".",".",".","0.07","0.067","4","2","0",".",".",".",".","."
"28820","Kinston, NC",".",".",".",".","0.08","0.069",".",".",".","17","7.6",".",".","."
"28900","Klamath Falls, OR",".",".",".",".",".",".",".",".",".","34","10.7",".",".","."
"28940","Knoxville, TN","0.3","0.3",".",".","0.15","0.078",".",".",".","22","13","94","24","0.16"
"29060","Laconia, NH",".",".",".",".","0.07","0.065",".",".",".","16","6.6",".",".","."
"29100","La Crosse-Onalaska, WI-MN",".",".",".",".","0.08","0.069",".",".",".","22","8.2",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.08","0.07",".",".",".","18","8.6","73","21","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.09","0.075",".",".",".","27","14.1",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".",".",".","36","14","."
"29340","Lake Charles, LA",".",".","27","5","0.09","0.072","42","19","4","20","8.3",".",".","."
"29380","Lake City, FL",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.1","0.071",".",".",".",".",".","43","16","."
"29540","Lancaster, PA",".",".","36","9","0.1","0.081",".",".",".","31","12.7","41","15","0.07"
"29620","Lansing-East Lansing, MI",".",".","35","7","0.1","0.08","20","5","1","24","8.6",".",".","."
"29660","Laramie, WY",".",".",".",".","0.08","0.071",".",".",".","17","5.6","170","32","."
"29700","Laredo, TX",".",".",".",".",".",".",".",".",".",".",".","24","14","."
"29740","Las Cruces, NM",".",".","45","7","0.09","0.077",".",".",".",".",".","961","57","."
"29820","Las Vegas-Henderson-Paradise, NV","3.6","3.1","59","14","0.1","0.079","9","5","1","21","8.6","139","29","."
"30020","Lawton, OK",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"30140","Lebanon, PA",".",".",".",".","0.09","0.076",".",".",".","33","14.2",".",".","."
"30340","Lewiston-Auburn, ME",".",".",".",".","0.08","0.061",".",".",".",".",".","53","15","."
"30420","Lexington, NE",".",".",".",".",".",".",".",".",".",".",".","83","30","."
"30460","Lexington-Fayette, KY",".",".","45","8","0.09","0.078","15","5","1","19","9.8","30","17","."
"30620","Lima, OH",".",".",".",".","0.09","0.079","12","4","1","21","10",".",".","."
"30700","Lincoln, NE","1.3","0.9",".",".","0.07","0.058",".",".",".","22","8.7",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","1.9","1.4","55","11","0.09","0.08","10","3","2","29","11.6","36","20","0.01"
"30860","Logan, UT-ID",".",".","44","12","0.08","0.072",".",".",".","36","8.9","61","19","."
"30980","Longview, TX",".",".","26","5","0.09","0.078","42","11","2",".",".",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","4.8","3.9","63","21","0.13","0.102","3","2","0","32","12.7","74","31","0.15"
"31140","Louisville/Jefferson County, KY-IN","2.9","1.7",".",".","0.12","0.092","147","28","4","24","12.3","46","21","0.01"
"31220","Ludington, MI",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","19","8.7",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","16","7.6",".",".","0.01"
"31420","Macon, GA",".",".",".",".","0.09","0.072","21","4","1","25","11.5","43","20","."
"31460","Madera, CA",".",".",".","8","0.1","0.087",".",".",".","43","16","114","36","."
"31540","Madison, WI",".",".",".",".","0.09","0.074",".",".",".","27","9.4","36","16","."
"31660","Malone, NY",".",".",".","5","0.05","0.037","4","2","1",".",".",".",".","."
"31700","Manchester-Nashua, NH","2.1","1.3",".",".","0.09","0.073","4","2","1","23","8.2","20","6","."
"31740","Manhattan, KS",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"31820","Manitowoc, WI",".",".",".",".","0.1","0.088",".",".",".",".",".",".",".","."
"31930","Marietta, OH",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","0.01"
"32000","Marion, NC",".",".",".",".",".",".",".",".",".","16","9.3",".",".","."
"32020","Marion, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.09"
"32140","Marshall, MN",".",".",".",".","0.07","0.067",".",".",".","20","7.3",".",".","."
"32220","Marshall, TX",".",".","20","4","0.09","0.072",".",".",".","24","10.4","36","17","."
"32380","Mason City, IA",".",".",".",".",".",".",".",".",".",".",".","78","23","."
"32420","Mayaguez, PR",".",".",".",".",".",".",".",".",".","16","6.3",".",".","."
"32540","McAlester, OK",".",".",".",".","0.09","0.076",".",".",".","24","11.1",".",".","0"
"32580","McAllen-Edinburg-Mission, TX",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
