"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"12660","Baraboo, WI",".",".",".",".","0.07","0.06",".",".",".","25","8.3",".",".","."
"12700","Barnstable Town, MA",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"12940","Baton Rouge, LA","2.5","2","56","13","0.11","0.08","87","20","5","22","11.2","74","28","."
"13020","Bay City, MI",".",".",".",".",".",".",".",".",".","31","8.2",".",".","."
"13140","Beaumont-Port Arthur, TX","1","0.5","39","8","0.1","0.081","81","18","2",".",".",".",".","."
"13180","Beaver Dam, WI","0.5","0.4",".",".","0.07","0.064",".",".",".","30","9.5","28","14","."
"13220","Beckley, WV",".",".",".",".",".",".",".",".",".","21","10.3",".",".","."
"13340","Bellefontaine, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0.01"
"13380","Bellingham, WA",".",".",".",".","0.06","0.048",".",".",".",".",".",".",".","."
"13460","Bend-Redmond, OR",".",".",".",".","0.07","0.059",".",".",".","15","4.5",".",".","."
"13540","Bennington, VT",".",".",".",".","0.08","0.068",".",".",".","22","6.9",".",".","."
"13620","Berlin, NH-VT",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"13740","Billings, MT","6.3","1.9",".",".",".",".","91","31","4",".",".",".",".","."
"13820","Birmingham-Hoover, AL","6.5","2.2",".",".","0.1","0.077","33","7","2","30","14.4","128","31","."
"13860","Bishop, CA",".",".",".",".","0.08","0.069",".",".",".","29","7.5","2519","56","."
"13900","Bismarck, ND",".",".","38","6","0.07","0.061","59","10","1","19","7.8","44","14","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"14010","Bloomington, IL",".",".",".",".","0.08","0.066",".",".",".","25","10.6",".",".","."
"14020","Bloomington, IN",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"14260","Boise City, ID","7.5","2.3","45","10","0.09","0.069",".",".",".","15","5.9","66","18","."
"14380","Boone, NC",".",".",".",".",".",".",".",".",".","16","8.8",".",".","."
"14460","Boston-Cambridge-Newton, MA-NH","2.5","1.8","53","19","0.09","0.073","45","11","3","25","10","41","16","."
"14500","Boulder, CO","4.4","1.9",".",".","0.09","0.072",".",".",".","23","7.1","36","18","."
"14540","Bowling Green, KY","0.4","0.3",".",".","0.08","0.075","15","6","1","23","11.5",".",".","."
"14580","Bozeman, MT","6.6","1.6",".","2",".",".",".",".",".","35","9.2",".",".","."
"14660","Brainerd, MN",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"14700","Branson, MO",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","3","1.7","50","10","0.11","0.084","18","10","2","26","9.1","40","16","."
"15100","Brookings, SD",".",".",".",".","0.07","0.064",".",".",".","26","8.6","81","28","."
"15180","Brownsville-Harlingen, TX","1.4","0.8",".",".","0.08","0.068",".",".",".",".",".",".",".","0"
"15260","Brunswick, GA",".",".",".",".","0.08","0.066","7","2","1",".",".","37","20","."
"15340","Bucyrus, OH",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","1.6","1.3","59","13","0.08","0.072","31","8","2","30","10.2",".",".","."
"15420","Burley, ID",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","20","11.1",".",".","."
"15540","Burlington-South Burlington, VT","1.6","1","38","9","0.07","0.063",".",".",".","25","7.2","30","13","."
"15580","Butte-Silver Bow, MT",".",".",".",".",".",".",".",".",".",".",".","82","30","."
"15620","Cadillac, MI",".",".",".",".","0.07","0.067",".",".",".","18","5.9",".",".","."
"15700","Cambridge, MD",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","29","15","."
"15940","Canton-Massillon, OH","1.8","1.5",".",".","0.1","0.08",".",".",".","42","15",".",".","0.02"
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.07","0.065",".",".",".","19","7","67","16","."
"16100","Carlsbad-Artesia, NM",".",".",".","2","0.08","0.069",".",".",".",".",".",".",".","."
"16180","Carson City, NV",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"16220","Casper, WY",".",".",".",".",".",".",".",".",".","12","4.6",".",".","."
"16300","Cedar Rapids, IA","1.4","0.9",".",".","0.07","0.065","29","9","1","36","11.1","68","20","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".",".",".",".","0.07","0.057",".",".",".","21","10.5",".",".","."
"16620","Charleston, WV",".",".",".",".","0.09","0.07","51","21","4","25","13","49","19","."
"16700","Charleston-North Charleston, SC","0.5","0.3",".","8","0.09","0.068","21","10","1","23","9.9","49","17","."
"16740","Charlotte-Concord-Gastonia, NC-SC","2.3","1.7","50","12","0.11","0.082","20","6","1","25","12.1","48","23","."
"16820","Charlottesville, VA",".",".",".",".","0.09","0.071",".",".",".","20","9.4",".",".","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.09","0.077",".",".",".","28","13.3","38","18","."
"16940","Cheyenne, WY",".",".",".",".",".",".",".",".",".","9","4.2","40","14","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","5.6","2.4","71","25","0.1","0.081","90","24","4","36","18.6","69","32","0.24"
"17020","Chico, CA","2.3","1.6","32","7","0.08","0.076",".",".",".","29","8","32","16","."
"17140","Cincinnati, OH-KY-IN","1.3","0.9","54","15","0.1","0.08","99","17","4","35","15","59","25","0.01"
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.07","0.061",".",".",".","20","6.6",".",".","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","22","12",".",".","."
"17300","Clarksville, TN-KY",".",".",".",".","0.09","0.074","51","12","4","22","11.2","34","20","."
"17340","Clearlake, CA",".",".",".",".","0.07","0.056",".",".",".","6","3.1",".",".","."
"17380","Cleveland, MS",".",".",".",".","0.08","0.073",".",".",".","22","10.6",".",".","."
"17420","Cleveland, TN",".",".",".",".",".",".","102","28","7",".",".","32","19","."
"17460","Cleveland-Elyria, OH","8.8","3.5","58","16","0.1","0.081","139","49","8","33","14","72","31","0.53"
"17540","Clinton, IA",".",".",".",".","0.07","0.064",".",".",".","35","12.7",".",".","."
"17660","Coeur d'Alene, ID",".",".",".",".","0.06","0.056",".",".",".",".",".",".",".","."
"17700","Coffeyville, KS",".",".",".",".",".",".","28","22","4",".",".",".",".","."
"17820","Colorado Springs, CO","3.8","2.1",".",".","0.09","0.072",".",".",".","12","6.2","38","20","."
"17860","Columbia, MO",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"17900","Columbia, SC",".","0.8",".","5","0.09","0.072","85","12","2","27","11.9","76","25","."
"17980","Columbus, GA-AL",".",".",".",".","0.08","0.069","13","3","1","29","14.9","38","19","0.07"
"18140","Columbus, OH","2.7","1.7",".",".","0.09","0.077",".",".",".","34","13.1","126","32","0.01"
"18180","Concord, NH",".",".",".",".","0.08","0.068","220","109","10","23","8.6",".",".","."
"18500","Corning, NY","0.3","0.3","14","1","0.07","0.068","14","6","1",".",".",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.08","0.074","43","10","1",".",".",".",".","."
"18620","Corsicana, TX",".",".","31","4","0.08","0.068","35","7","1",".",".",".",".","."
"18860","Crescent City, CA",".",".",".",".",".",".",".",".",".",".",".","35","15","."
"18880","Crestview-Fort Walton Beach-Destin, FL",".",".",".",".","0.09","0.069",".",".",".",".",".",".",".","."
"19000","Cullowhee, NC",".",".",".",".","0.09","0.069",".",".",".","19","10.2",".",".","."
"19100","Dallas-Fort Worth-Arlington, TX","2.2","1.5","57","13","0.11","0.085","17","5","1","23","10.8","62","28","0.37"
"19140","Dalton, GA",".",".",".",".","0.1","0.073",".",".",".",".",".",".",".","."
"19300","Daphne-Fairhope-Foley, AL",".",".",".",".","0.09","0.074",".",".",".","20","10.2",".",".","."
"19340","Davenport-Moline-Rock Island, IA-IL","0.9","0.6","38","8","0.07","0.065",".",".",".","35","12.9","129","43","."
"19380","Dayton, OH","2.5","1.6",".",".","0.09","0.077",".",".",".","30","14","45","23","."
"19460","Decatur, AL",".",".",".",".","0.08","0.07",".",".",".","21","11.2",".",".","."
"19500","Decatur, IL",".",".",".",".","0.08","0.069","49","15","2","22","12.2",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.07","0.066",".",".",".","17","7.5","45","15","."
"19700","Deming, NM",".",".","28","5","0.07","0.058",".",".",".",".",".","519","24","."
"19740","Denver-Aurora-Lakewood, CO","4","2.4","71","28","0.1","0.079","37","9","2","23","8.6","68","28","0.01"
"19780","Des Moines-West Des Moines, IA","1.6","1.1","47","9","0.07","0.064","3","1","0","33","10.3","53","21","."
"19820","Detroit-Warren-Dearborn, MI","2.2","1.2","54","12","0.1","0.078","107","49","3","32","12.3","73","21","0.01"
"19860","Dickinson, ND",".",".",".",".","0.07","0.061","6","2","0","12","4.7",".",".","."
"19980","Dodge City, KS",".",".",".",".",".",".",".",".",".",".",".","48","17","."
"20020","Dothan, AL",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"20100","Dover, DE",".",".",".",".","0.11","0.077",".",".",".","25","9.7",".",".","."
"20180","DuBois, PA",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","2.6","1.9","14","2","0.08","0.067","9","2","0","24","6.4","47","25","."
"20420","Durango, CO","1.2","0.7","39","6","0.08","0.073",".",".",".","8","4.1","226","25","."
"20500","Durham-Chapel Hill, NC",".",".",".",".","0.09","0.074",".",".",".","21","10.2",".",".","."
"20700","East Stroudsburg, PA",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"20820","Effingham, IL",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"20940","El Centro, CA","6.1","4.4","56","14","0.15","0.078","7","3","0","32","12.8","89","37","0.02"
"20980","El Dorado, AR",".",".",".",".",".",".","26","4","2","23","11.6",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.08","0.071",".",".",".","21","11.9",".",".","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.07","0.065",".",".",".","32","11.9",".",".","."
"21300","Elmira, NY",".",".",".",".","0.08","0.067","11","6","2",".",".",".",".","."
"21340","El Paso, TX","6.2","2.9","63","17","0.1","0.073","10","3","1","27","8.4","249","32","0.04"
"21500","Erie, PA","1.7","1.1",".","8","0.09","0.075","28","14","6",".",".",".",".","."
"21660","Eugene, OR","1.9","1.3",".",".","0.08","0.06",".",".",".","33","8.9","39","13","."
"21700","Eureka-Arcata-Fortuna, CA","1.1","0.8","19","3","0.05","0.045","3","3","1","18","5.6","61","18","."
"21740","Evanston, WY",".",".","15","1","0.07","0.065",".",".",".",".",".",".",".","."
"21780","Evansville, IN-KY","5.5","4.3","41","11","0.09","0.074","74","21","4","30","13.5","37","20","0.01"
"21820","Fairbanks, AK","6.4","4.1",".",".",".",".",".",".",".","81","13.5",".",".","."
"21980","Fallon, NV",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"22020","Fargo, ND-MN","0.9","0.5","44","5","0.07","0.063","6","3","0","27","8.5","96","13","."
"22100","Farmington, MO",".",".",".",".",".",".",".",".",".",".",".",".",".","0.05"
"22140","Farmington, NM",".",".","40","12","0.08","0.069","163","23","2",".",".",".",".","."
"22180","Fayetteville, NC",".",".",".",".","0.09","0.073",".",".",".","25","11.4","37","16","."
"22220","Fayetteville-Springdale-Rogers, AR-MO",".",".",".",".","0.08","0.067",".",".",".","23","11.1",".",".","."
"22280","Fernley, NV",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"22300","Findlay, OH",".",".",".",".",".",".",".",".",".",".",".","42","19","."
"22380","Flagstaff, AZ",".",".",".",".","0.08","0.069",".",".",".","10","5.1","25","14","."
"22420","Flint, MI",".",".",".",".","0.08","0.07",".",".",".","25","8.9",".",".","."
"22500","Florence, SC",".",".",".",".","0.08","0.071",".",".",".","25","10.9",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".","0.08","0.068",".",".",".","22","11.1",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","2.9","1.7",".",".","0.09","0.077",".",".",".","22","6.5","36","18","."
"22800","Fort Madison-Keokuk, IA-IL-MO",".",".",".",".",".",".",".",".",".","30","11.9",".",".","."
"22840","Fort Payne, AL",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"23060","Fort Wayne, IN","2.6","2.2",".",".","0.08","0.068",".",".",".","36","15.8",".",".","."
"23180","Frankfort, KY",".",".",".",".",".",".",".",".",".","23","11.4",".",".","."
"23420","Fresno, CA","2.9","2","54","13","0.13","0.103","7","3","1","49","14.6","61","28","."
"23460","Gadsden, AL",".",".",".",".","0.08","0.065",".",".",".","29","14.1",".",".","."
"23500","Gaffney, SC",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.08","0.069",".",".",".","19","8.8",".",".","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","23","11.4",".",".","."
"23820","Gardnerville Ranchos, NV","5.7","3.1",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".",".",".",".",".",".","110","28","."
"23900","Gettysburg, PA","0.7","0.5",".",".","0.11","0.074",".",".",".","31","11.7",".",".","."
"23940","Gillette, WY",".",".","34","7","0.07","0.063","52","19","2",".",".","135","32","."
"24060","Glenwood Springs, CO",".",".",".",".","0.09","0.075",".",".",".",".",".","55","26","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","21","10.6",".",".","."
"24260","Grand Island, NE",".",".",".",".",".",".",".",".",".","21","7.3",".",".","."
"24300","Grand Junction, CO","1.7","1.1",".",".","0.08","0.068",".",".",".","37","9","75","23","."
"24340","Grand Rapids-Wyoming, MI","1.8","1.3",".",".","0.08","0.072","18","5","1","24","10","37","14","0.01"
"24420","Grants Pass, OR",".",".",".",".",".",".",".",".",".","20","6.4",".",".","."
"24500","Great Falls, MT","3.5","1.9",".",".",".",".",".",".",".",".",".",".",".","."
"24540","Greeley, CO","3.9","2.3",".",".","0.09","0.073",".",".",".","20","7.6","43","20","."
"24580","Green Bay, WI",".",".",".",".","0.09","0.078","69","16","2","42","12.3",".",".","."
"24660","Greensboro-High Point, NC",".",".",".",".","0.1","0.076",".",".",".","21","10.5","29","16","."
"24780","Greenville, NC",".",".",".",".","0.08","0.069",".",".",".","22","9.2",".",".","."
"24860","Greenville-Anderson-Mauldin, SC","1.7","1.1",".","11","0.09","0.072","15","3","1","24","12.6","42","17","."
"24940","Greenwood, SC",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"24980","Grenada, MS",".",".",".",".",".",".",".",".",".","19","9.8",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".","52","5","1",".",".","120","26","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".","35","6","0.09","0.073","38","7","1","20","10.2",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.09","0.078",".",".",".","36","12.3",".",".","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","17","9",".",".","."
"25260","Hanford-Corcoran, CA",".",".",".",".","0.11","0.087",".",".",".","51","19.5","120","34","."
"25420","Harrisburg-Carlisle, PA","1.3","1.1","40","11","0.1","0.077","18","9","3","33","12","44","17","."
"25460","Harrison, AR",".",".",".",".","0.07","0.07",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".","44","10","0.08","0.068","8","4","1","25","11.2",".",".","."
"25540","Hartford-West Hartford-East Hartford, CT","3.1","2.1","44","10","0.11","0.081","10","6","1","24","8.5",".",".","."
"25620","Hattiesburg, MS",".",".",".",".",".",".",".",".",".","23","12",".",".","."
"25740","Helena, MT",".",".",".",".",".",".",".",".",".","54","10.6",".",".","."
"25760","Helena-West Helena, AR",".",".",".",".",".",".",".",".",".","21","11.5",".",".","."
"25840","Hermiston-Pendleton, OR",".",".",".",".","0.07","0.063",".",".",".","18","6.9",".",".","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.09","0.071",".",".",".","27","12.4","33","17","."
"25900","Hilo, HI",".",".",".",".",".",".","5392","990","73","35","18.2",".",".","."
"26020","Hobbs, NM",".",".","41","6","0.06","0.053",".",".",".",".",".",".",".","."
"26090","Holland, MI",".",".",".",".","0.08","0.073",".",".",".","25","8.5",".",".","."
"26140","Homosassa Springs, FL",".",".",".",".",".",".",".",".",".","16","7.6",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","21","11",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.09","0.074",".",".",".","17","8.8",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","3","1.7","60","15","0.13","0.088","46","14","2","24","12.3","82","35","0.01"
"26540","Huntington, IN",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH",".",".","37","8","0.09","0.074","44","17","3","28","13.2","90","30","."
"26620","Huntsville, AL",".",".",".",".","0.08","0.071",".",".",".","20","11.6","37","18","."
"26820","Idaho Falls, ID",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"26860","Indiana, PA",".",".",".",".","0.09","0.082","95","22","5",".",".",".",".","0.05"
"26900","Indianapolis-Carmel-Anderson, IN","4.3","2.8","54","13","0.08","0.072","105","29","3","37","15.1","83","32","0.08"
"26960","Ionia, MI",".",".",".",".",".",".",".",".",".",".",".",".",".","0.28"
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","33","11.5","53","23","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"27140","Jackson, MS",".","0.7",".",".","0.08","0.067",".",".",".","22","11.4",".",".","."
"27180","Jackson, TN",".",".",".",".",".",".",".",".",".",".",".","27","16","."
"27220","Jackson, WY-ID","1.9","0.6",".",".","0.07","0.066",".",".",".","9","4.3","45","13","."
"27260","Jacksonville, FL","2.2","1.9","44","9","0.09","0.068","216","58","4","20","9.4","62","22","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.09","0.08","30","8","2","24","7.5",".",".","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".",".",".","8","27","13.6","36","21","."
"27620","Jefferson City, MO",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"27780","Johnstown, PA","1.7","1.1","43","10","0.09","0.072","56","19","4","32","13.6","63","19","."
"27900","Joplin, MO",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","0.02"
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","27","8.8","27","9","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".","14","4.8",".",".","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.08","0.067",".",".",".","22","9.3",".",".","."
"28060","Kalispell, MT",".","1.4",".",".","0.06","0.055",".",".",".","29","9","94","21","."
"28140","Kansas City, MO-KS","2.1","1.6","54","15","0.1","0.076","49","13","5","31","11","65","30","."
"28300","Keene, NH",".",".",".",".","0.08","0.064",".",".",".","24","8.3",".",".","."
"28660","Killeen-Temple, TX",".",".",".",".","0.09","0.072",".",".",".",".",".",".",".","."
"28700","Kingsport-Bristol-Bristol, TN-VA","1.4","1","49","10","0.09","0.072","232","35","7","21","10.8",".",".","0.05"
"28740","Kingston, NY",".",".",".",".","0.08","0.07","6","3","1",".",".",".",".","."
"28820","Kinston, NC",".",".",".",".","0.08","0.069",".",".",".","20","9.5",".",".","."
"28900","Klamath Falls, OR",".",".",".",".",".",".",".",".",".","35","9.8","43","17","."
"28940","Knoxville, TN","0.8","0.4",".",".","0.09","0.081",".",".",".","25","12.4","89","29","0.03"
"29020","Kokomo, IN",".",".",".",".",".",".",".",".",".","30","12.5",".",".","."
"29060","Laconia, NH",".",".",".",".","0.08","0.064",".",".",".","18","5.4",".",".","."
"29100","La Crosse-Onalaska, WI-MN",".",".",".",".","0.07","0.062",".",".",".","29","9.7",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.09","0.074",".",".",".","23","9.7","72","24","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.08","0.072",".",".",".","29","13.5",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".","13","5.9",".",".","."
"29340","Lake Charles, LA",".",".","37","7","0.1","0.078","34","14","3","22","9.6",".",".","."
"29380","Lake City, FL",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"29420","Lake Havasu City-Kingman, AZ",".",".",".",".",".",".",".",".",".",".",".","33","17","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.08","0.068",".",".",".","16","8.1","51","16","."
"29540","Lancaster, PA",".",".","42","8","0.1","0.082",".",".",".","34","11.7","44","16","."
"29620","Lansing-East Lansing, MI",".",".",".",".","0.08","0.065",".",".",".","24","9",".",".","."
"29660","Laramie, WY",".",".",".",".","0.07","0.069",".",".",".","14","4.8","116","25","."
"29700","Laredo, TX","2","1.2",".",".","0.08","0.063",".",".",".",".",".","64","22","."
"29740","Las Cruces, NM",".",".","51","9","0.1","0.07",".",".",".",".",".","589","50","."
"29820","Las Vegas-Henderson-Paradise, NV","3.6","3","56","13","0.09","0.074",".",".",".","22","7.4","61","24","."
"29860","Laurel, MS",".",".",".",".",".",".",".",".",".","25","12.3",".",".","."
"30020","Lawton, OK",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"30340","Lewiston-Auburn, ME",".",".",".",".","0.07","0.058",".",".",".",".",".","43","13","."
"30460","Lexington-Fayette, KY",".",".","56","9","0.08","0.071","48","11","2","23","12.2","35","19","."
"30620","Lima, OH",".",".",".",".","0.08","0.072","23","7","2",".",".","42","21","."
"30700","Lincoln, NE","2.9","1.6",".",".","0.06","0.05",".",".",".","26","9.1",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","1.9","1.6","51","10","0.09","0.073","9","4","2","23","12.6","38","23","."
"30860","Logan, UT-ID",".",".",".","13","0.08","0.064",".",".",".","42","9.8","77","23","."
"30980","Longview, TX",".",".","42","7","0.09","0.078","76","10","1",".",".",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","5.5","3.6","73","26","0.12","0.09","16","5","1","32","12.6","71","33","0.39"
"31140","Louisville/Jefferson County, KY-IN","2.9","2.2",".",".","0.12","0.085","123","21","4","29","14.7","74","22","."
"31220","Ludington, MI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","25","10.6",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","20","9.7",".",".","."
"31420","Macon, GA",".",".",".",".","0.09","0.071","23","6","1","28","13.7","50","24","."
"31460","Madera, CA",".",".","34","8","0.1","0.078",".",".",".",".",".",".",".","."
"31540","Madison, WI",".",".",".",".","0.07","0.063",".",".",".","30","10.1","39","19","."
"31660","Malone, NY",".",".","19","2","0.06","0.047","14","14","1",".",".",".",".","."
"31700","Manchester-Nashua, NH","3.1","2.4","42","8","0.1","0.077","58","12","1","25","8","29","11","."
"31740","Manhattan, KS",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"31820","Manitowoc, WI",".",".",".",".","0.09","0.077",".",".",".","30","9.2",".",".","."
"31930","Marietta, OH",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","0.02"
