"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"10100","Aberdeen, SD",".",".",".",".",".",".",".",".",".","22","7.3","66","20","."
"10300","Adrian, MI",".",".",".",".","0.08","0.064",".",".",".","17","7.9",".",".","."
"10420","Akron, OH","1.3","0.8",".",".","0.07","0.06","59","19","3","25","10.9",".",".","."
"10500","Albany, GA",".",".",".",".",".",".",".",".",".","30","11.6",".",".","."
"10580","Albany-Schenectady-Troy, NY","1","0.8",".",".","0.07","0.064","9","4","2","20","7.1",".",".","."
"10740","Albuquerque, NM","2.4","1.1","45","12","0.08","0.072","4","2","1","19","8.7","155","29","0.01"
"10780","Alexandria, LA",".",".",".",".",".",".",".",".",".","16","7.3",".",".","."
"10900","Allentown-Bethlehem-Easton, PA-NJ","1.5","1.1","43","13","0.09","0.068","81","14","1","34","10.3","42","12","."
"11020","Altoona, PA",".",".",".",".","0.07","0.065",".",".",".","33","12.2","36","14","."
"11100","Amarillo, TX",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"11140","Americus, GA",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"11180","Ames, IA",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"11260","Anchorage, AK","5.2","4",".",".",".",".",".",".",".","28","6.4","120","23","."
"11460","Ann Arbor, MI",".",".",".",".","0.08","0.066",".",".",".","19","9.2",".",".","."
"11540","Appleton, WI",".",".",".",".","0.08","0.067",".",".",".","22","8",".",".","."
"11620","Ardmore, OK",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"11640","Arecibo, PR",".",".",".",".",".",".",".",".",".",".",".",".",".","2.5"
"11660","Arkadelphia, AR",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"11700","Asheville, NC",".",".",".",".","0.07","0.064",".",".",".","18","8.4",".",".","."
"11780","Ashtabula, OH",".",".",".",".","0.08","0.07","29","6","1",".",".",".",".","."
"11900","Athens, OH",".",".",".",".",".",".",".",".",".","16","8.1",".",".","."
"12020","Athens-Clarke County, GA",".",".",".",".","0.07","0.06",".",".",".","28","9.7",".",".","."
"12060","Atlanta-Sandy Springs-Roswell, GA","1.7","1.2","43","9","0.1","0.071","9","2","1","20","10.4","34","18","0.01"
"12100","Atlantic City-Hammonton, NJ",".",".",".",".","0.08","0.07","7","2","0","22","8.6",".",".","."
"12260","Augusta-Richmond County, GA-SC",".",".",".",".","0.08","0.063","63","9","2","18","9.2","28","15","."
"12300","Augusta-Waterville, ME",".",".","31","4","0.08","0.065",".",".",".",".",".","34","13","."
"12420","Austin-Round Rock, TX","0.6","0.4",".","5","0.08","0.07","5","2","1","24","7.2","51","14","."
"12540","Bakersfield, CA","1.7","1.1","56","14","0.11","0.087",".",".",".","97","22.8","111","51","."
"12580","Baltimore-Columbia-Towson, MD","2.2","1.4","47","15","0.1","0.072","21","4","1","30","11.3","27","14","."
"12620","Bangor, ME",".",".",".",".","0.08","0.064",".",".",".",".",".",".",".","."
"12660","Baraboo, WI",".",".",".",".","0.07","0.063",".",".",".","16","7.1","31","11","."
"12700","Barnstable Town, MA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"12940","Baton Rouge, LA","2.1","1.8","48","10","0.1","0.069","27","7","2","25","9.9","68","23","."
"13020","Bay City, MI",".",".",".",".",".",".",".",".",".","16","7.5",".",".","."
"13140","Beaumont-Port Arthur, TX","0.7","0.5","33","6","0.08","0.067","50","13","1",".",".",".",".","."
"13180","Beaver Dam, WI","0.9","0.3",".",".","0.08","0.067","9","2","0","18","7.9","35","14","."
"13220","Beckley, WV",".",".",".",".",".",".",".",".",".","18","7.5",".",".","."
"13340","Bellefontaine, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","0"
"13380","Bellingham, WA",".",".",".",".","0.05","0.043",".",".",".","18","6.7",".",".","."
"13460","Bend-Redmond, OR",".",".",".",".","0.06","0.056",".",".",".",".",".",".",".","."
"13540","Bennington, VT",".",".",".",".","0.07","0.062",".",".",".","15","6",".",".","."
"13620","Berlin, NH-VT",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"13740","Billings, MT",".",".",".",".",".",".","48","18","3",".",".",".",".","."
"13820","Birmingham-Hoover, AL","5.6","1.7",".",".","0.08","0.067","29","5","1","21","10.6","58","24","0.02"
"13860","Bishop, CA",".",".",".",".","0.08","0.07",".",".",".","39","8.1","424","27","."
"13900","Bismarck, ND",".",".","34","5","0.07","0.062","24","6","1","17","6.7","71","14","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"14010","Bloomington, IL",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"14020","Bloomington, IN",".",".",".",".","0.07","0.068",".",".",".","22","9.8",".",".","."
"14260","Boise City, ID","3","1.4",".","11","0.1","0.074",".",".",".",".",".",".",".","0"
"14380","Boone, NC",".",".",".",".",".",".",".",".",".","14","7.1",".",".","."
"14460","Boston-Cambridge-Newton, MA-NH","1.8","1.2","50","18","0.09","0.073","31","7","2","20","9","50","19","0"
"14500","Boulder, CO",".",".",".",".","0.09","0.079",".",".",".","23","7.1","51","23","."
"14540","Bowling Green, KY","0.2","0.3",".",".","0.07","0.063","11","3","1","19","9.8",".",".","."
"14580","Bozeman, MT","6.1","1.1","33","2",".",".",".",".",".",".",".",".",".","."
"14660","Brainerd, MN",".",".",".",".","0.07","0.06",".",".",".","15","4",".",".","."
"14700","Branson, MO",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"14740","Bremerton-Silverdale, WA",".",".",".",".",".",".",".",".",".","13","4.7",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","3.2","1.8","44","9","0.12","0.09","12","6","1","27","8.7","36","16","."
"15100","Brookings, SD",".",".",".",".","0.07","0.063",".",".",".","23","8.2","74","20","."
"15180","Brownsville-Harlingen, TX","1.5","0.8",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"15260","Brunswick, GA",".",".",".",".","0.07","0.057",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","1.9","1.3",".",".","0.08","0.071","20","9","3","20","8",".",".","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","21","8.6",".",".","."
"15540","Burlington-South Burlington, VT","1.6","0.9","31","7","0.07","0.062",".",".",".","16","6.1","19","7","."
"15580","Butte-Silver Bow, MT",".",".",".",".",".",".",".",".",".","58","10.4","77","22","."
"15620","Cadillac, MI",".",".","8","1","0.08","0.066",".",".",".","17","5.5",".",".","."
"15700","Cambridge, MD","0.4","0.3",".",".","0.08","0.068",".",".",".","18","7.2",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","66","20","."
"15940","Canton-Massillon, OH","1.3","0.9",".",".","0.08","0.07",".",".",".","28","12",".",".","0.02"
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.07","0.066",".",".",".",".",".","49","14","."
"16100","Carlsbad-Artesia, NM",".",".","17","2","0.08","0.069",".",".",".",".",".",".",".","."
"16180","Carson City, NV",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"16220","Casper, WY",".",".",".","6","0.08","0.065","38","18","2","13","4.3","38","16","."
"16300","Cedar Rapids, IA","2.7","1.2",".",".","0.07","0.06","25","5","1","24","9.8","55","22","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","0.01"
"16580","Champaign-Urbana, IL","0.3","0.3",".",".","0.07","0.066","14","3","1",".",".",".",".","."
"16620","Charleston, WV",".",".",".",".","0.08","0.067","42","18","4","20","9.8",".",".","."
