"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"13540","Bennington, VT",".",".",".",".","0.09","0.083",".",".",".","30","10.2","38","15","."
"13620","Berlin, NH-VT",".",".",".",".",".",".","141","34","3",".",".","45","17","."
"13740","Billings, MT","8.6","5.2",".",".",".",".","107","37","6","23","7.5","32","16","."
"13780","Binghamton, NY",".",".",".",".",".",".",".",".",".","30","11.1",".",".","."
"13820","Birmingham-Hoover, AL","33.5","24.3",".",".","0.11","0.089","63","19","4","43","19.1","117","38","."
"13860","Bishop, CA",".",".",".",".","0.09","0.081",".",".",".","23","5.6","1324","71","."
"13900","Bismarck, ND",".",".",".",".",".",".","94","33","5","17","6.7","44","20","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"14010","Bloomington, IL",".",".",".",".","0.09","0.072",".",".",".","32","14.8",".",".","."
"14020","Bloomington, IN",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"14140","Bluefield, WV-VA",".",".",".",".",".",".",".",".",".","36","13.4",".",".","."
"14180","Blytheville, AR",".",".",".",".",".",".",".",".",".","31","12.6",".",".","."
"14260","Boise City, ID","7.7","4.7",".",".","0.1",".",".",".",".","48","11.1","84","31","."
"14460","Boston-Cambridge-Newton, MA-NH","4.9","2.8","72","30","0.12","0.1","54","26","7","32","12.2","39","17","."
"14500","Boulder, CO","6.8","3.5",".",".","0.09","0.071",".",".",".","27","9.9","55","24","."
"14540","Bowling Green, KY",".",".","45","8","0.1","0.081",".",".",".","32","14.8","45","18","."
"14580","Bozeman, MT","13.7","5.3",".",".",".",".",".",".",".","33","8.9",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","4.7","3.1","75","21","0.14","0.102","65","35","7","40","13.7","55","28","."
"15100","Brookings, SD",".",".",".",".",".",".",".",".",".","21","9.4","73","25","."
"15140","Brownsville, TN",".",".",".",".","0.1","0.081",".",".",".",".",".",".",".","."
"15180","Brownsville-Harlingen, TX","2.7","1.5",".",".","0.07","0.063",".",".",".","18","9.7","35","19","."
"15260","Brunswick, GA",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"15340","Bucyrus, OH",".",".",".",".","0.09","0.087",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","3.2","1.9","66","21","0.12","0.102","223","54","10","44","15.5","49","18","."
"15420","Burley, ID",".",".",".",".",".",".",".",".",".",".",".","65","27","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","37","14",".",".","."
"15540","Burlington-South Burlington, VT",".",".",".",".","0.08","0.076",".",".",".","30","10","41","15","."
"15580","Butte-Silver Bow, MT","7","4.2",".",".",".",".",".",".",".","22","7","69","17","."
"15620","Cadillac, MI",".",".",".",".","0.1","0.089",".",".",".",".",".",".",".","."
"15700","Cambridge, MD",".",".",".",".","0.12","0.095",".",".",".",".",".",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","37","15","."
"15940","Canton-Massillon, OH","4","2.6",".",".","0.11","0.089","55","25","7","45","17.8","53","22","."
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.08","0.068",".",".",".","22","9.2",".",".","."
"16060","Carbondale-Marion, IL",".",".",".",".",".",".",".",".",".",".",".","39","19","."
"16100","Carlsbad-Artesia, NM",".",".","31","5","0.07","0.066","34","5","1",".",".",".",".","."
"16180","Carson City, NV","6.9","3.6",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"16220","Casper, WY",".",".",".",".",".",".",".",".",".",".",".","50","19","."
"16300","Cedar Rapids, IA","3.7","1.9",".",".","0.08","0.069","103","41","2","34","11.7","44","26","."
"16420","Central City, KY",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.1","0.095",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"16620","Charleston, WV",".",".",".",".","0.11","0.083","104","36","10","45","18.1","60","25","."
"16700","Charleston-North Charleston, SC","5.1","3","49","11","0.09","0.071","31","11","2","26","12.1","52","20","."
"16740","Charlotte-Concord-Gastonia, NC-SC","8.8","4.3",".","17","0.14","0.103",".",".",".","32","15.5","65","29","."
"16820","Charlottesville, VA",".",".",".",".",".",".",".",".",".",".",".","37","18","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.11","0.087",".",".",".","41","16.7","64","27","."
"16940","Cheyenne, WY",".",".",".",".",".",".",".",".",".",".",".","33","16","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","5.9","3.8","85","32","0.12","0.099","115","34","6","50","20.9","130","38","."
"17020","Chico, CA","5.5","3.8","48","12","0.1","0.088",".",".",".","56","13","101","29","."
"17140","Cincinnati, OH-KY-IN","4.5","2.9","65","22","0.12","0.088","168","42","10","47","17.6","68","30","."
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.09","0.073","28","15","5","27","9.8","34","14","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","40","14.4",".",".","."
"17300","Clarksville, TN-KY",".",".",".",".","0.1","0.082","80","18","5","27","13.5",".",".","."
"17340","Clearlake, CA",".",".",".",".","0.07","0.06",".",".",".","11","4.2",".",".","."
"17380","Cleveland, MS",".",".",".",".","0.09","0.076",".",".",".","35","12.7",".",".","."
"17420","Cleveland, TN",".",".","49","13",".",".","175","32","5",".",".","59","31","."
"17460","Cleveland-Elyria, OH","5.5","3.5","76","24","0.11","0.099","139","36","8","47","19.8","110","43","."
"17540","Clinton, IA",".",".",".",".","0.09","0.079","36","16","2","33","12.5","65","24","."
"17660","Coeur d'Alene, ID",".",".",".",".",".",".",".",".",".","24","9","43","19","."
"17700","Coffeyville, KS",".",".",".",".",".",".","84","37","4",".",".","43","17","."
"17820","Colorado Springs, CO","9.3","4.4",".",".","0.09","0.07",".",".",".","24","7.7","43","25","."
"17900","Columbia, SC","4.6","3.3","55","13","0.11","0.091","86","14","3","26","14.1","130","42","."
"17980","Columbus, GA-AL",".",".",".",".","0.09","0.079",".",".",".","46","15.8","49","22","."
"18060","Columbus, MS",".",".",".",".",".",".",".",".",".","31","13.4",".",".","."
"18140","Columbus, OH","4.7","2.6",".",".","0.11","0.09","41","17","3","41","17.9","68","30","."
"18180","Concord, NH",".",".",".",".","0.09","0.072","173","47","5","26","9.7","40","15","."
"18260","Cookeville, TN",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"18420","Corinth, MS",".",".",".",".","0.1","0.078",".",".",".",".",".",".",".","."
"18500","Corning, NY",".",".",".",".",".",".",".",".",".","29","10.2",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.09","0.077","85","19","3","21","10.6","50","27","."
"18700","Corvallis, OR",".",".",".",".",".",".",".",".",".","28","7.3",".",".","."
"18740","Coshocton, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"18860","Crescent City, CA",".",".",".",".",".",".",".",".",".",".",".","38","16","."
"19000","Cullowhee, NC",".",".",".",".","0.1","0.079",".",".",".",".",".",".",".","."
"19100","Dallas-Fort Worth-Arlington, TX","4.3","2.4","65","19","0.14","0.098","161","49","3","31","13.9","59","33","."
"19140","Dalton, GA",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"19300","Daphne-Fairhope-Foley, AL",".",".",".",".","0.09","0.078",".",".",".","22","10.6",".",".","."
"19340","Davenport-Moline-Rock Island, IA-IL",".",".",".",".","0.09","0.079","36","10","2","33","13.2","145","36","."
"19380","Dayton, OH","4.8","2.6",".",".","0.1","0.084","34","22","4","42","16.1","58","25","."
"19460","Decatur, AL",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"19500","Decatur, IL",".",".",".",".","0.08","0.071","65","25","5","35","14.3",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.09","0.073",".",".",".","22","10","66","21","."
"19700","Deming, NM",".",".",".",".",".",".",".",".",".",".",".","57","19","."
"19740","Denver-Aurora-Lakewood, CO","9.3","4.1","106","37","0.1","0.082","75","26","5","37","11.8","98","40","."
"19760","DeRidder, LA",".",".",".",".","0.09","0.073",".",".",".",".",".",".",".","."
"19780","Des Moines-West Des Moines, IA","9","4.6",".",".","0.07","0.06",".",".",".","29","11.1","85","37","."
"19820","Detroit-Warren-Dearborn, MI","5.4","3.4","70","23","0.12","0.095","163","47","7","47","19.6","130","40","."
"19860","Dickinson, ND",".",".",".",".","0.06","0.058","11","3","0",".",".",".",".","."
"19900","Dillon, SC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"19980","Dodge City, KS",".",".",".",".",".",".",".",".",".",".",".","46","20","."
"20020","Dothan, AL",".",".",".",".",".",".",".",".",".","27","14","56","23","."
"20100","Dover, DE",".",".",".",".","0.12","0.091",".",".",".","38","14",".",".","."
"20180","DuBois, PA",".",".",".",".","0.1","0.089",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","4.1","2.5",".",".","0.07","0.062","24","8","1","24","8.8","92","25","."
"20420","Durango, CO",".",".",".","5","0.06","0.052",".",".",".",".",".","83","34","."
"20500","Durham-Chapel Hill, NC","1.6","1.1",".",".","0.11","0.088","27","8","2","33","14.6","46","24","."
"20540","Dyersburg, TN",".",".",".",".","0.09","0.076",".",".",".","27","12.3",".",".","."
"20780","Edwards, CO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20820","Effingham, IL",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"20940","El Centro, CA","17.3","11.7",".","14","0.15","0.1","3","2","1",".",".","203","87","."
"20980","El Dorado, AR",".",".",".",".",".",".","54","12","3",".",".",".",".","."
"21020","Elizabeth City, NC",".",".",".",".","0.09","0.08",".",".",".","32","12.3","38","18","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.1","0.08",".",".",".","31","14.9","43","20","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.07","0.055",".",".",".","38","15.7",".",".","."
"21300","Elmira, NY",".",".",".",".","0.09","0.082","28","15","4",".",".",".",".","."
"21340","El Paso, TX","14.3","8.8","68","22","0.12","0.078","14","8","2","47","14.2","182","43","."
"21420","Enid, OK",".",".",".",".",".",".",".",".",".","29","10.7",".",".","."
"21500","Erie, PA","7.2","4.4","53","12","0.1","0.089","124","43","10",".",".","61","18","."
"21540","Escanaba, MI",".",".",".",".",".",".","40","7","1",".",".",".",".","."
"21660","Eugene, OR","5.5","4.1",".",".","0.08","0.066",".",".",".","60","13.8","75","23","."
"21700","Eureka-Arcata-Fortuna, CA",".",".",".",".",".",".",".",".",".","29","9.4","60","20","."
"21780","Evansville, IN-KY","6.1","3.2","65","16","0.1","0.081","203","62","6","38","16.2","56","30","."
"21820","Fairbanks, AK","9.8","6.4",".",".",".",".",".",".",".","43","13",".",".","."
"21900","Fairmont, WV",".",".",".",".",".",".",".",".",".","44","15.9",".",".","."
"22020","Fargo, ND-MN",".",".","40","6","0.07","0.062","8","3","0","26","8.5",".",".","."
"22140","Farmington, NM",".",".","42","12","0.09","0.074","86","16","3","14","6.1","26","16","."
"22180","Fayetteville, NC","5.2","3.9",".",".","0.11","0.084",".",".",".","27","14.3","39","22","."
"22300","Findlay, OH",".",".",".",".",".",".",".",".",".",".",".","40","22","."
"22380","Flagstaff, AZ",".",".",".",".","0.07","0.068",".",".",".",".",".",".",".","."
"22420","Flint, MI",".",".",".",".","0.11","0.091",".",".",".","38","13.1",".",".","."
"22500","Florence, SC",".",".",".",".","0.09","0.081",".",".",".","24","13.1",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".",".",".","90","16","3",".",".",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.1","0.084",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","6.8","3",".",".","0.09","0.07",".",".",".","25","8.6","42","20","."
"22840","Fort Payne, AL",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"23060","Fort Wayne, IN","4.4","2.6",".",".","0.1","0.082",".",".",".","33","14.2",".",".","."
"23180","Frankfort, KY",".",".",".",".",".",".",".",".",".","36","14.1",".",".","."
"23420","Fresno, CA","6.2","4.5","75","21","0.15","0.113",".",".",".","76","19.9","141","44","."
"23460","Gadsden, AL",".",".",".",".",".",".",".",".",".",".",".","42","20","."
"23500","Gaffney, SC",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.1","0.079",".",".",".","24","10.5","40","19","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","33","15.5",".",".","."
"23820","Gardnerville Ranchos, NV","7.5","3.6",".",".","0.09","0.073",".",".",".","19","4.6","49","11","."
"23860","Georgetown, SC",".",".",".",".",".",".","47","12","1","25","12.3","81","29","."
"23900","Gettysburg, PA","1.4","1.2",".",".","0.1","0.091",".",".",".","36","14.1",".",".","."
"23940","Gillette, WY",".",".",".",".","0.08","0.069",".",".",".","16","6.5","119","37","."
"24060","Glenwood Springs, CO",".",".",".",".",".",".",".",".",".",".",".","66","22","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","29","14.6",".",".","."
"24220","Grand Forks, ND-MN",".",".",".",".",".",".",".",".",".","23","8.3",".",".","."
"24300","Grand Junction, CO","6.1","3.7",".",".",".",".",".",".",".","21","8.2","60","23","."
"24340","Grand Rapids-Wyoming, MI","4.3","3.1",".",".","0.11","0.086",".",".",".","39","14.4","41","18","."
"24420","Grants Pass, OR","7.7","4.7",".",".",".",".",".",".",".","41","10.6","50","18","."
"24500","Great Falls, MT","7.2","3.6",".",".",".",".",".","54","5","17","5.4",".",".","."
"24540","Greeley, CO","5.9","3.7",".",".","0.11","0.074",".",".",".","36","10.6","46","21","."
"24580","Green Bay, WI",".",".",".",".","0.11","0.09","67","13",".","34","11.9",".",".","."
"24660","Greensboro-High Point, NC","4.4","3",".",".","0.11","0.094",".",".",".","35","14.9","43","21","."
"24780","Greenville, NC",".",".",".",".","0.09","0.077",".",".",".","28","12.7","38","19","."
"24860","Greenville-Anderson-Mauldin, SC","4.7","3.4",".","15","0.1","0.088","36","13","3","34","15.2","52","22","."
"24940","Greenwood, SC",".",".",".",".","0.1","0.082",".",".",".","28","13.6",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".",".",".",".","20","7.2","82","27","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".","29","4","0.1","0.083","70","13","2","26","12.2","32","18","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.1","0.088",".",".",".","43","15.9",".",".","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","26","11.9",".",".","."
"25260","Hanford-Corcoran, CA",".",".",".",".","0.11","0.093",".",".",".","90","19.2","155","57","."
"25420","Harrisburg-Carlisle, PA","4.4","2.8","52","18","0.11","0.091","33","15","5","48","16.5","62","21","."
"25460","Harrison, AR",".",".",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".",".",".",".",".","18","11","3",".",".","54","23","."
"25540","Hartford-West Hartford-East Hartford, CT","7.8","4.5","64","20","0.14","0.102","36","23","4","33","13","39","16","."
"25620","Hattiesburg, MS",".",".",".",".",".",".",".",".",".","30","13.6",".",".","."
"25740","Helena, MT",".",".",".",".",".",".",".",".",".","38","8.7","69","23","."
"25760","Helena-West Helena, AR",".",".",".",".",".",".",".",".",".","29","12.9",".",".","."
"25840","Hermiston-Pendleton, OR",".",".",".",".",".",".",".",".",".",".",".","45","17","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.1","0.088",".",".",".","30","13.3",".",".","."
"25900","Hilo, HI",".",".",".",".","0.04","0.037","738","126",".",".",".",".",".","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC",".",".",".",".",".",".",".",".",".","25","11.5",".",".","."
"26020","Hobbs, NM",".",".",".",".",".",".",".",".",".","15","6.7","26","15","."
"26090","Holland, MI",".",".",".",".","0.11","0.092",".",".",".","37","12.8",".",".","."
"26140","Homosassa Springs, FL",".",".",".",".",".",".",".",".",".","24","9.8",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","27","13.1",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.11","0.084",".",".",".","26","10.9",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","5.7","4.4","71","19","0.17","0.11","163","45","4","33","13.8","92","39","."
"26540","Huntington, IN",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH","2.6","2",".",".","0.11","0.088","118","51","11","45","17.7","58","31","."
"26620","Huntsville, AL",".",".",".",".","0.09","0.08",".",".",".","30","14.6","45","22","."
"26820","Idaho Falls, ID",".",".",".",".",".",".",".",".",".",".",".","59","23","."
"26900","Indianapolis-Carmel-Anderson, IN","3.8","2.5","56","17","0.11","0.093","98","23","6","44","18.6","53","25","."
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","35","11.7",".",".","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.08","0.075",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.09","0.084",".",".",".",".",".",".",".","."
"27140","Jackson, MS","5.3","4.2",".",".","0.1","0.078","30","6","2","31","13.7","49","20","."
"27180","Jackson, TN",".",".",".",".",".",".",".",".",".","32","13.6",".",".","."
"27220","Jackson, WY-ID",".","0.4",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"27260","Jacksonville, FL","5.3","3.4",".",".","0.09","0.075","131","40","5","26","10.9","173","29","."
"27340","Jacksonville, NC",".",".",".",".",".",".",".",".",".","26","11.5","28","16","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.11","0.09","278","78","8","34","11.1",".",".","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.09","0.084",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".","155","53","12",".",".",".",".","."
"27780","Johnstown, PA","2.8","2.1","46","14","0.11","0.09","92","31","8","40","15.8","99","23","."
"27900","Joplin, MO",".",".",".",".",".",".",".",".",".","29","14.5","267","42","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","26","5.6","28","7","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".",".",".","89","22","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.1","0.085",".",".",".","40","15.6",".",".","."
"28060","Kalispell, MT","5.7","3.7",".",".","0.06","0.049",".",".",".","26","8.3",".",".","."
"28140","Kansas City, MO-KS","10.1","3.6","62","18","0.11","0.079","37","9","2","31","14.2","64","33","."
"28300","Keene, NH",".",".",".",".","0.09","0.074","54","27","8","30","11.6","41","18","."
"28420","Kennewick-Richland, WA",".",".",".",".",".",".",".",".",".","18","6.8","284","25","."
"28700","Kingsport-Bristol-Bristol, TN-VA","3.9","2.1","60","15","0.11","0.086","237","38","10","40","16.1",".",".","."
"28740","Kingston, NY",".",".",".",".","0.09","0.084","20","9","2",".",".","34","10","."
"28820","Kinston, NC",".",".",".",".","0.09","0.077",".",".",".","27","12",".",".","."
"28900","Klamath Falls, OR","5.9","3.5",".",".",".",".",".",".",".","35","8.9","61","20","."
"28940","Knoxville, TN","4.9","3",".",".","0.11","0.09","204","89","10","48","18.2","110","35","."
"29020","Kokomo, IN",".",".",".",".",".",".",".",".",".","38","15",".",".","."
"29060","Laconia, NH",".",".",".",".","0.11","0.078",".",".",".",".",".",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.09","0.077",".",".",".","31","12.1",".",".","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.09","0.079",".",".",".","36","14.9",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".","23","6.7","76","22","."
"29340","Lake Charles, LA",".",".","28","5","0.11","0.08","54","12","2","36","12.1",".",".","."
"29380","Lake City, FL",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.11","0.087","67","17","5",".",".","116","22","."
"29540","Lancaster, PA","2.9","2.2","50","14","0.13","0.097","39","18","4","42","17.1","69","23","."
"29620","Lansing-East Lansing, MI",".",".",".","13","0.11","0.087",".",".",".","40","14",".",".","."
"29660","Laramie, WY",".",".",".",".","0.08","0.07",".",".",".",".",".","88","27","."
"29700","Laredo, TX","10.6","5.4",".",".","0.07","0.063",".",".",".","26","10.3","63","26","."
"29740","Las Cruces, NM","4.9","3.3","59","11","0.1","0.079","11","3","1","30","10.9","93","37","."
"29820","Las Vegas-Henderson-Paradise, NV","8.7","6.5","72","23","0.11","0.083","14","7","1","36","11.3","173","48","."
"29860","Laurel, MS",".",".",".",".",".",".",".",".",".","28","14.3",".",".","."
"29980","Lawrenceburg, TN",".",".",".",".","0.09","0.074",".",".",".","32","12.8",".",".","."
"30020","Lawton, OK","2.8","2.2",".",".","0.09","0.078",".",".",".","26","9.9",".",".","."
"30300","Lewiston, ID-WA","5.8","3.9",".",".",".",".",".",".",".","26","9.2","94","28","."
"30340","Lewiston-Auburn, ME",".",".",".",".",".",".","39","15","4",".",".","47","21","."
"30420","Lexington, NE",".",".",".",".",".",".",".",".",".",".",".","73","40","."
"30460","Lexington-Fayette, KY","3.9","2.7","56","13","0.09","0.078","70","29","4","37","16.6","57","24","."
"30620","Lima, OH",".",".",".",".","0.1","0.081","27","13","3",".",".","46","21","."
"30700","Lincoln, NE","6.6","4",".",".","0.06","0.051",".",".",".",".",".",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","4","2.2",".","11","0.1","0.08","11","5","2","33","15.9",".",".","."
"30860","Logan, UT-ID","4.4","2.5",".",".","0.08","0.067",".",".",".","71","15.6","94","33","."
"30940","London, KY",".",".",".",".",".",".",".",".",".",".",".","44","21","."
"30980","Longview, TX",".",".","33","7","0.11","0.082","71","10","1","28","12.2",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","11.7","7.2","124","41","0.18","0.11","34","9","4","69","25.2","91","45","."
"31140","Louisville/Jefferson County, KY-IN","5.1","3.9","70","22","0.11","0.086","151","32","6","44","18.7","71","34","."
"31180","Lubbock, TX",".",".",".",".",".",".",".",".",".","17","7.7",".",".","."
"31220","Ludington, MI",".",".",".",".","0.11","0.093",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","26","13.2",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","36","14.4",".",".","."
"31420","Macon, GA",".",".",".",".","0.12","0.086",".",".",".","27","13.8",".",".","."
"31460","Madera, CA",".",".","45","11","0.1","0.09",".",".",".",".",".",".",".","."
"31500","Madison, IN",".",".",".",".",".",".","64","26","6",".",".",".",".","."
