"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"12580","Baltimore-Columbia-Towson, MD","4.8","2.9","58","23","0.11","0.088","76","17","5","43","16.5","58","27","."
"12620","Bangor, ME",".",".",".",".","0.08","0.065",".",".",".",".",".","43","17","."
"12660","Baraboo, WI",".",".",".",".","0.07","0.065",".",".",".","29","9",".",".","."
"12700","Barnstable Town, MA",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"12940","Baton Rouge, LA","3.8","2.7","58","16","0.14","0.091","137","37","7","30","12.8","64","31","."
"13020","Bay City, MI",".",".",".",".",".",".",".",".",".","28","9.8",".",".","."
"13140","Beaumont-Port Arthur, TX",".",".","44","10","0.13","0.091","107","32","3","29","12.2",".",".","."
"13180","Beaver Dam, WI",".",".",".",".","0.08","0.07",".",".",".","34","10.8",".",".","."
"13220","Beckley, WV",".",".",".",".",".",".",".",".",".","31","12.4",".",".","."
"13260","Bedford, IN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"13340","Bellefontaine, OH",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"13380","Bellingham, WA",".",".",".",".","0.07","0.062",".",".",".",".",".",".",".","."
"13460","Bend-Redmond, OR","7.3","3.3",".",".",".",".",".",".",".",".",".","49","17","."
"13540","Bennington, VT",".",".",".",".","0.1","0.075",".",".",".",".",".",".",".","."
"13620","Berlin, NH-VT",".",".",".",".","0.08","0.067",".",".",".","29","10.8",".",".","."
"13740","Billings, MT","6.8","3.7",".",".",".",".","109","44","6","19","8.2","38","16","."
"13820","Birmingham-Hoover, AL","15","8.2",".",".","0.11","0.084","56","12","3","42","17.7","166","52","."
"13860","Bishop, CA",".",".",".",".","0.08","0.079",".",".",".",".",".","4125","86","."
"13900","Bismarck, ND",".",".","23","2","0.05","0.05","103","43","6","18","6.2","33","14","."
"13940","Blackfoot, ID",".",".",".",".",".",".",".",".",".",".",".","68","24","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"14010","Bloomington, IL",".",".",".",".","0.07","0.068",".",".",".","26","11.5",".",".","."
"14020","Bloomington, IN",".",".",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"14140","Bluefield, WV-VA",".",".",".",".",".",".",".",".",".","30","12.1",".",".","."
"14260","Boise City, ID","5.7","3.3",".",".","0.09","0.074",".",".",".","44","9.1","57","23","."
"14380","Boone, NC",".",".",".",".",".",".",".",".",".","27","11.7",".",".","."
"14460","Boston-Cambridge-Newton, MA-NH","2.8","1.6","71","25","0.11","0.083","59","20","6","30","14.4","58","22","."
"14500","Boulder, CO","4.5","3.2",".",".","0.08","0.068",".",".",".","22","8.5",".",".","."
"14540","Bowling Green, KY",".",".","42","8","0.08","0.07","21","9","2","32","13.1","37","16","."
"14580","Bozeman, MT","3.1","1.2",".",".",".",".",".",".",".","25","7.3","41","21","."
"14660","Brainerd, MN",".",".",".",".","0.08","0.062",".",".",".","18","6.3",".",".","."
"14860","Bridgeport-Stamford-Norwalk, CT","4","2.2","53","14","0.11","0.086","40","27","5","32","11.8","38","18","."
"15100","Brookings, SD",".",".",".",".",".",".",".",".",".","24","9.3","68","22","."
"15180","Brownsville-Harlingen, TX","3.9","2.1",".",".","0.08","0.07",".",".",".","21","9","85","31","."
"15260","Brunswick, GA",".",".",".",".","0.08","0.073",".",".",".","28","12.4","40","23","."
"15340","Bucyrus, OH",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","2.6","1.4","66","18","0.09","0.078","164","39","8","33","12.9","46","17","."
"15500","Burlington, NC",".",".",".",".",".",".",".",".",".","31","13.9",".",".","."
"15540","Burlington-South Burlington, VT","3","1.9","53","14","0.08","0.07","14","8","3","32","10.1","53","19","."
"15580","Butte-Silver Bow, MT","6.8","3.8",".",".",".",".",".",".",".","30","8.5","60","18","."
"15620","Cadillac, MI",".",".",".",".","0.09","0.071",".",".",".","21","7.3",".",".","."
"15700","Cambridge, MD",".",".",".",".","0.1","0.082",".",".",".",".",".",".",".","."
"15940","Canton-Massillon, OH","3.6","2.6",".",".","0.09","0.076",".",".",".",".",".",".",".","."
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.09","0.073",".",".",".","18","8.5","56","19","."
"16060","Carbondale-Marion, IL",".",".",".",".",".",".",".",".",".",".",".","40","20","."
"16100","Carlsbad-Artesia, NM",".",".","31","5","0.08","0.065","26","3","0",".",".",".",".","."
"16180","Carson City, NV","5.1","2.9",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"16220","Casper, WY",".",".",".",".",".",".",".",".",".",".",".","35","17","."
"16300","Cedar Rapids, IA","3","1.8",".",".","0.07","0.064","145","63","4","30","10.1","49","21","."
"16500","Centralia, WA",".",".",".",".","0.07","0.06",".",".",".",".",".",".",".","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".",".",".",".","0.08","0.068",".",".",".","24","10.6",".",".","."
"16620","Charleston, WV",".",".",".",".","0.08","0.069","94","40","10","34","16.1","49","21","."
"16700","Charleston-North Charleston, SC","3.1","2.1","45","10","0.09","0.073","45","13","3","29","12.2","45","19","."
"16740","Charlotte-Concord-Gastonia, NC-SC","3.5","3.1","53","15","0.11","0.085","58","12","3","34","15.5","53","28","."
"16820","Charlottesville, VA",".",".",".",".",".",".",".",".",".",".",".","38","19","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.1","0.076",".",".",".","31","15.6","43","23","."
"16940","Cheyenne, WY",".",".",".",".",".",".",".",".",".","16","5","31","13","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","4.8","3.2","82","29","0.1","0.078","174","44","7","46","16.7","220","33","."
"17020","Chico, CA","3.2","2.4","46","11","0.1","0.084",".",".",".","54","15.1","76","28","."
"17140","Cincinnati, OH-KY-IN","5.8","2.8","57","19","0.1","0.081","237","51","9","42","16.4","53","25","."
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.11","0.076",".",".",".","31","9.2",".",".","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","35","13.3",".",".","."
"17300","Clarksville, TN-KY",".",".",".",".","0.09","0.074","52","16","5","28","12.4","31","18","."
"17340","Clearlake, CA",".",".",".",".","0.07","0.062",".",".",".","9","4.4",".",".","."
"17380","Cleveland, MS",".",".",".",".","0.08","0.071",".",".",".","27","11.7",".",".","."
"17420","Cleveland, TN",".",".","40","11",".",".","81","14","4",".",".","55","29","."
"17460","Cleveland-Elyria, OH","12.8","5.4","70","22","0.09","0.079","161","47","8","43","17.5","83","34","."
"17540","Clinton, IA",".",".",".",".","0.08","0.066","29","9","2","35","11.3","63","20","."
"17640","Coco, PR",".",".",".",".",".",".","114","21","6",".",".",".",".","."
"17660","Coeur d'Alene, ID",".",".",".",".",".",".",".",".",".",".",".","81","17","."
"17700","Coffeyville, KS",".",".",".",".",".",".",".",".",".",".",".","40","14","."
"17820","Colorado Springs, CO","6.5","3.1",".",".","0.08","0.07",".",".",".","17","8.5","78","23","."
"17860","Columbia, MO",".",".",".",".",".",".",".",".",".","25","10.2",".",".","."
"17900","Columbia, SC","3","2.3","59","13","0.1","0.082","90","18","3","34","14.9","108","39","."
"17980","Columbus, GA-AL",".",".",".",".","0.09","0.068",".",".",".","40","16.2",".",".","."
"18060","Columbus, MS",".",".",".",".",".",".",".",".",".","29","11.7",".",".","."
"18140","Columbus, OH","4.4","2.6",".",".","0.1","0.078","53","23","4","36","15","77","29","."
"18180","Concord, NH",".",".",".",".","0.09","0.072","141","56","7","29","9.8",".",".","."
"18260","Cookeville, TN",".",".",".",".",".",".",".",".",".","26","12.7",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.09","0.077","62","15","2","18","8.9","37","20","."
"18860","Crescent City, CA",".",".",".",".",".",".",".",".",".",".",".","38","17","."
"19000","Cullowhee, NC",".",".",".",".","0.08","0.069",".",".",".","22","11.1",".",".","."
"19100","Dallas-Fort Worth-Arlington, TX","2.9","1.8","61","17","0.12","0.094","36","10","1","27","12.9","82","29","."
"19140","Dalton, GA",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"19300","Daphne-Fairhope-Foley, AL",".",".",".",".","0.1","0.08",".",".",".","28","11.4",".",".","."
"19340","Davenport-Moline-Rock Island, IA-IL",".",".","32","5","0.08","0.069",".",".",".","32","10.9","133","37","."
"19380","Dayton, OH","4.1","2.6",".",".","0.09","0.075",".",".",".","33","14.5","53","25","."
"19460","Decatur, AL",".",".",".",".","0.09","0.072",".",".",".","29","12.3",".",".","."
"19500","Decatur, IL",".",".",".",".","0.07","0.064","45","20","4","26","11.9",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.08","0.068",".",".",".","22","9.7",".",".","."
"19740","Denver-Aurora-Lakewood, CO","8.7","4.1","87","27","0.09","0.078","46","11","2","23","9.9","98","35","."
"19760","DeRidder, LA",".",".",".",".","0.1","0.074",".",".",".",".",".",".",".","."
"19780","Des Moines-West Des Moines, IA","3.8","2.5","40","11","0.07","0.059",".",".",".","33","9.9","65","27","."
"19820","Detroit-Warren-Dearborn, MI","4","2.4","54","19","0.1","0.081","141","48","6","39","16.8","182","41","."
"19860","Dickinson, ND",".",".",".",".","0.06","0.055",".",".",".","9","4.4",".",".","."
"20100","Dover, DE",".",".",".",".","0.09","0.075",".",".",".","31","12.6",".",".","."
"20180","DuBois, PA",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","2.9","1.5","19","3","0.07","0.061",".",".",".","22","6.6","80","28","."
"20420","Durango, CO",".","1.6","37","9","0.08","0.067",".",".",".",".",".","46","20","."
"20500","Durham-Chapel Hill, NC","1.4","0.9",".",".","0.09","0.076","85","21","3","33","13.8","34","20","."
"20540","Dyersburg, TN",".",".",".",".",".",".",".",".",".","27","10.6",".",".","."
"20740","Eau Claire, WI",".",".",".",".",".",".",".",".",".",".",".","27","13","."
"20820","Effingham, IL",".",".",".",".","0.09","0.067",".",".",".",".",".",".",".","."
"20940","El Centro, CA","12.4","8.3","76","15","0.11","0.079","3","3","0","32","11.8","154","61","."
"20980","El Dorado, AR",".",".",".",".",".",".","28","9","1","24","11.5",".",".","."
"21020","Elizabeth City, NC",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.08","0.068",".",".",".","28","12.2","39","18","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.09","0.077",".",".",".","31","13.3",".",".","."
"21220","Elko, NV",".",".",".",".",".",".",".",".",".",".",".","72","21","."
"21300","Elmira, NY",".",".",".",".","0.08","0.065","30","14","3",".",".",".",".","."
"21340","El Paso, TX","11.3","6.4","66","18","0.11","0.076","13","6","2","44","16.9","328","51","."
"21420","Enid, OK",".",".",".",".",".",".",".",".",".","24","9.5",".",".","."
"21500","Erie, PA","1.8","1.3","52","12","0.09","0.074","72","29","8","33","11.9",".",".","."
"21660","Eugene, OR","6.8","3.4",".",".","0.08","0.068",".",".",".","46","12","50","17","."
"21700","Eureka-Arcata-Fortuna, CA",".",".",".",".",".",".",".",".",".","23","8.1","49","20","."
"21780","Evansville, IN-KY","5","2.7","41","12","0.09","0.075","238","56","12","28","13.7","46","23","."
"21820","Fairbanks, AK","9.9","5.4",".",".",".",".",".",".",".","469","51.2",".",".","."
"21900","Fairmont, WV",".",".",".",".",".",".",".",".",".","34","14.1",".",".","."
"22020","Fargo, ND-MN",".",".","42","6","0.07","0.056","6","2","0","26","7.5",".",".","."
"22140","Farmington, NM",".",".","40","13","0.08","0.069",".",".",".","13","6.1","25","14","."
"22180","Fayetteville, NC","8","2.8",".",".","0.09","0.077",".",".",".","32","14.2","35","20","."
"22380","Flagstaff, AZ",".",".",".",".","0.08","0.072",".",".",".","21","6.8","41","16","."
"22420","Flint, MI","1","0.6",".",".","0.1","0.077","22","10","2","28","10.5","52","19","."
"22500","Florence, SC",".",".",".",".","0.1","0.076",".",".",".","28","12.6",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".","0.08","0.066","34","9","2","31","11.8",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","5.3","3.1",".",".","0.09","0.073",".",".",".","20","7.7","63","20","."
"22800","Fort Madison-Keokuk, IA-IL-MO",".",".",".",".",".",".",".",".",".",".",".","72","23","."
"22840","Fort Payne, AL",".",".",".",".","0.08","0.072",".",".",".","33","14.1",".",".","."
"22900","Fort Smith, AR-OK",".",".",".",".",".",".",".",".",".","25","11.9",".",".","."
"23060","Fort Wayne, IN","4.4","2.6",".",".","0.09","0.073",".",".",".","31","12.5","78","28","."
"23180","Frankfort, KY",".",".",".",".",".",".",".",".",".","27","12.5",".",".","."
"23420","Fresno, CA","3.9","2.8","63","18","0.12","0.092",".",".",".","52","17","71","40","."
"23460","Gadsden, AL",".",".",".",".","0.08","0.068",".",".",".","35","14.3",".",".","."
"23500","Gaffney, SC",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.09","0.075",".",".",".","20","9.5","47","18","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","28","14",".",".","."
"23820","Gardnerville Ranchos, NV","9.4","4.4",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".","50","8","1","28","12.5","131","38","."
"23900","Gettysburg, PA","1.8","1.6",".",".","0.09","0.075",".",".",".","36","13.7",".",".","."
"23940","Gillette, WY",".",".","32","5","0.08","0.065","56","17","2","17","5.7","435","32","."
"24060","Glenwood Springs, CO",".",".",".",".",".",".",".",".",".",".",".","46","18","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","25","12.9","34","16","."
"24300","Grand Junction, CO","3.7","2.1",".",".",".",".",".",".",".","33","12.4","60","29","."
"24340","Grand Rapids-Wyoming, MI","2.8","1.8","53","14","0.09","0.072","20","11","1","32","12","41","18","."
"24420","Grants Pass, OR","5.3","3.5",".",".",".",".",".",".",".",".",".","36","16","."
"24500","Great Falls, MT","5.7","2.4",".",".",".",".","65","24","3",".",".",".",".","."
"24540","Greeley, CO","6.4","3.7",".",".","0.08","0.069",".",".",".","25","8.3","85","24","."
"24580","Green Bay, WI",".",".",".",".","0.09","0.073","53","13","4","32","11","39","17","."
"24660","Greensboro-High Point, NC","3","2.6",".",".","0.1","0.076",".",".",".","31","14","30","16","."
"24780","Greenville, NC",".",".",".",".","0.09","0.073",".",".",".","27","11.8",".",".","."
"24860","Greenville-Anderson-Mauldin, SC","3.4","2.5",".","15","0.09","0.076","30","13","2","32","14.6","48","22","."
"24940","Greenwood, SC",".",".",".",".","0.09","0.075",".",".",".","30","13.4",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".","56","14","3",".",".","74","24","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".","27","4","0.1","0.081","54","12","1","33","12.2",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.09","0.077",".",".",".","39","15.4","50","21","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","28","10.5",".",".","."
"25260","Hanford-Corcoran, CA",".",".","55","12","0.11","0.088",".",".",".","49","17.4","139","47","."
"25420","Harrisburg-Carlisle, PA","2.3","1.3","52","15","0.09","0.076","64","19","4","39","15.7","61","21","."
"25460","Harrison, AR",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"25540","Hartford-West Hartford-East Hartford, CT","9.8","5.7","54","15","0.11","0.082","25","19","3","29","10.9","33","15","."
"25620","Hattiesburg, MS",".",".",".",".",".",".",".",".",".","30","12.7",".",".","."
"25740","Helena, MT",".",".",".",".",".",".",".",".",".","33","7.9","46","21","."
"25760","Helena-West Helena, AR",".",".",".",".",".",".",".",".",".","26","10.6",".",".","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.08","0.071",".",".",".","34","15",".",".","."
"25900","Hilo, HI",".",".",".",".",".",".","709","144","11",".",".",".",".","."
"25940","Hilton Head Island-Bluffton-Beaufort, SC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"26020","Hobbs, NM",".",".",".",".",".",".",".",".",".",".",".","47","15","."
"26090","Holland, MI",".",".",".",".","0.1","0.079",".",".",".","30","11.2",".",".","."
"26140","Homosassa Springs, FL",".",".",".",".",".",".",".",".",".","30","9.3",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","29","10.9",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","3.6","2.9","66","20","0.15","0.104","112","29","6","31","15","102","39","."
"26540","Huntington, IN",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH",".",".","64","15","0.09","0.073","80","50","9","31","15.2","69","31","."
"26620","Huntsville, AL",".",".",".",".","0.09","0.077",".",".",".","32","13.4","44","19","."
"26820","Idaho Falls, ID",".",".",".",".","0.07","0.063",".",".",".",".",".",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","4","2.7","72","16","0.09","0.075","116","29","6","32","16.7","61","25","."
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","37","11",".",".","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.07","0.061",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"27140","Jackson, MS","4.2","2.5",".",".","0.08","0.071","24","6","1","29","13",".",".","."
"27220","Jackson, WY-ID",".","0.8",".",".","0.07","0.06",".",".",".",".",".","50","20","."
"27260","Jacksonville, FL","3.4","2.3",".","14","0.1","0.081","41","9","2","26","11","40","26","."
"27340","Jacksonville, NC",".",".",".",".",".",".",".",".",".","24","11.7","29","15","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.1","0.085","162","42","5","27","9.6","40","11","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".","151","33","7","30","14.4",".",".","."
"27780","Johnstown, PA","3.4","2.1","45","13","0.08","0.071","86","37","7","36","14.4","61","22","."
"27900","Joplin, MO",".",".",".",".",".",".",".",".",".",".",".","148","29","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","26","6.6","31","10","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".",".",".","62","19","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.08","0.068",".",".",".","29","11.3",".",".","."
"28060","Kalispell, MT","4.7","2.9",".",".","0.06","0.054",".",".",".","25","10","85","25","."
"28140","Kansas City, MO-KS","4.1","2.4","58","19","0.09","0.071","143","52","6","28","12","51","27","."
"28180","Kapaa, HI",".",".",".",".",".",".",".",".",".",".",".","24","16","."
"28300","Keene, NH",".",".",".",".","0.1","0.069",".",".",".","30","10.9",".",".","."
"28420","Kennewick-Richland, WA",".",".",".",".",".",".",".",".",".",".",".","301","24","."
"28700","Kingsport-Bristol-Bristol, TN-VA","2.8","2.1","52","14","0.09","0.077","250","43","9","30","13.8",".",".","."
"28740","Kingston, NY",".",".",".",".","0.09","0.076","15","8","1",".",".","37","11","."
"28780","Kingsville, TX",".",".",".",".",".",".",".",".",".","17","8.3",".",".","."
"28820","Kinston, NC",".",".",".",".","0.08","0.069",".",".",".","24","11.2",".",".","."
"28900","Klamath Falls, OR","4.7","3",".",".",".",".",".",".",".",".",".","70","22","."
"28940","Knoxville, TN",".",".",".",".","0.09","0.08","206","65","12","32","15.1","157","41","."
"29020","Kokomo, IN",".",".",".",".",".",".",".",".",".","28","12.7",".",".","."
"29060","Laconia, NH",".",".",".",".","0.09","0.07",".",".",".","22","7.1",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.09","0.078",".",".",".","23","10.5",".",".","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.08","0.071",".",".",".","26","12.3",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".","21","7.4","54","23","."
"29340","Lake Charles, LA",".",".","27","7","0.11","0.082","48","12","2","30","10.4",".",".","."
"29380","Lake City, FL",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"29420","Lake Havasu City-Kingman, AZ",".",".",".",".",".",".",".",".",".",".",".","39","18","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.09","0.072","78","14","4","20","10.3","51","20","."
"29540","Lancaster, PA","3.2","1.6","48","14","0.1","0.081","54","17","5","36","16.6","54","20","."
"29620","Lansing-East Lansing, MI",".",".",".",".","0.08","0.07",".",".",".","29","11.1",".",".","."
"29660","Laramie, WY",".",".",".",".","0.08","0.071",".",".",".",".",".","102","32","."
"29700","Laredo, TX","6.2","3.3",".",".","0.08","0.061",".",".",".",".",".","94","24","."
"29740","Las Cruces, NM","3.8","2.4",".","11","0.1","0.075","11","4","1","36","10.2","401","58","."
"29820","Las Vegas-Henderson-Paradise, NV","6.5","5.1","61","20","0.09","0.081","9","7","2","20","8.7","177","42","."
"29860","Laurel, MS",".",".",".",".",".",".",".",".",".","29","13.4",".",".","."
"29940","Lawrence, KS",".",".",".",".","0.08","0.065",".",".",".",".",".",".",".","."
"29980","Lawrenceburg, TN",".",".",".",".","0.08","0.071",".",".",".","24","10.6",".",".","."
"30020","Lawton, OK","1.2","1",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"30300","Lewiston, ID-WA",".",".",".",".",".",".",".",".",".",".",".","50","25","."
"30340","Lewiston-Auburn, ME",".",".",".",".","0.1","0.072",".",".",".",".",".","43","19","."
"30420","Lexington, NE",".",".",".",".",".",".",".",".",".",".",".","81","32","."
"30460","Lexington-Fayette, KY",".",".","52","12","0.08","0.065","42","14","3","29","14.3","42","21","."
"30620","Lima, OH",".",".",".",".","0.09","0.076","28","16","2",".",".","44","22","."
"30700","Lincoln, NE","5.4","3.1",".",".","0.07","0.056",".",".",".","29","8.9",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","2.8","1.8","54","14","0.09","0.073","15","7","2","30","13.3","51","22","."
"30860","Logan, UT-ID","3.1","1.8",".","16","0.08","0.061","6","3","1","102","15.2","121","28","."
"30940","London, KY",".",".",".",".",".",".",".",".",".","22","11.5","33","17","."
"30980","Longview, TX",".",".","29","7","0.12","0.083","67","8","1","27","11.6",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","8.7","6.1","102","34","0.14","0.107","32","11","5","66","20.9","81","38","."
"31140","Louisville/Jefferson County, KY-IN","4.5","3.3","53","17","0.09","0.076","174","29","6","43","15.1","63","23","."
"31220","Ludington, MI",".",".",".",".","0.09","0.071",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","32","12.9",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","28","12.1",".",".","."
"31420","Macon, GA",".",".",".",".","0.11","0.086",".",".",".","38","16.8","68","27","."
"31460","Madera, CA",".",".",".","10","0.1","0.078",".",".",".",".",".",".",".","."
"31500","Madison, IN",".",".",".",".",".",".","81","30","8",".",".",".",".","."
"31540","Madison, WI",".",".",".",".","0.08","0.066",".",".",".","32","11.3",".",".","."
"31660","Malone, NY",".",".",".",".",".",".",".",".",".",".",".","45","12","."
"31700","Manchester-Nashua, NH","4.8","2.8","45","12","0.09","0.08","41","18","4","28","9.7","39","17","."
"31740","Manhattan, KS",".",".",".",".","0.08","0.069",".",".",".",".",".",".",".","."
"31820","Manitowoc, WI",".",".",".",".","0.09","0.074",".",".",".","24","8.7",".",".","."
"31930","Marietta, OH",".",".",".",".","0.09","0.077",".",".",".",".",".","60","25","."
"32000","Marion, NC",".",".",".",".",".",".",".",".",".","30","14",".",".","."
"32220","Marshall, TX",".",".","19","3","0.09","0.077",".",".",".","23","10.9",".",".","."
"32380","Mason City, IA",".",".",".",".",".",".","41","12","1",".",".","154","35","."
"32460","Mayfield, KY",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"32540","McAlester, OK",".",".",".",".","0.08","0.068",".",".",".","25","10.1","44","21","."
