"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"12100","Atlantic City-Hammonton, NJ",".",".",".",".","0.12","0.095","25","9","3",".",".","46","22","."
"12260","Augusta-Richmond County, GA-SC",".",".",".","3","0.11","0.09",".",".",".",".",".",".",".","."
"12300","Augusta-Waterville, ME",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"12420","Austin-Round Rock, TX","2.1","1.2",".","6","0.11","0.099",".",".",".",".",".",".",".","."
"12540","Bakersfield, CA","5.5","4.1","89","27","0.14","0.109",".",".",".","95","26.2","141","60","."
"12580","Baltimore-Columbia-Towson, MD","10.2","5.6","70","24","0.15","0.113","79","20","6",".",".","61","32","."
"12620","Bangor, ME",".",".",".",".","0.09","0.08",".",".",".",".",".","32","17","."
"12660","Baraboo, WI",".",".",".",".","0.1","0.085",".",".",".",".",".",".",".","."
"12700","Barnstable Town, MA",".",".",".",".","0.13","0.101",".",".",".",".",".",".",".","."
"12740","Barre, VT",".",".",".",".",".",".",".",".",".","25","10.8",".",".","."
"12940","Baton Rouge, LA","6.8","4.5","80","19","0.12","0.1","143","25","6","36","15.3","78","34","."
"13140","Beaumont-Port Arthur, TX",".",".","53","11","0.1","0.077","186","51","7",".",".",".",".","."
"13180","Beaver Dam, WI",".",".",".",".","0.1","0.091",".",".",".","40","12.5",".",".","."
"13220","Beckley, WV",".",".",".",".",".",".",".",".",".","39","14.4",".",".","."
"13340","Bellefontaine, OH",".",".",".",".","0.1","0.083",".",".",".",".",".",".",".","."
"13380","Bellingham, WA",".",".",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"13460","Bend-Redmond, OR","7.7","4.8",".",".",".",".",".",".",".","24","8.8","75","29","."
"13540","Bennington, VT",".",".",".",".","0.11","0.083",".",".",".","26","9.9","42","16","."
"13620","Berlin, NH-VT",".",".",".",".",".",".","112","28","5",".",".","63","29","."
"13720","Big Stone Gap, VA",".",".",".",".",".",".",".",".",".",".",".","39","21","."
"13740","Billings, MT","8.4","5.8",".",".",".",".","109","37","7","17","8","69","21","."
"13820","Birmingham-Hoover, AL","32.3","19.8",".",".","0.13","0.1","92","57","9","53","23.4","152","49","."
"13860","Bishop, CA",".",".",".",".","0.09","0.079",".",".",".",".",".","1910","51","."
"13900","Bismarck, ND",".",".","25","3","0.08","0.059","131","71","6",".",".",".",".","."
"13980","Blacksburg-Christiansburg-Radford, VA",".",".",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"14260","Boise City, ID","10.6","6.2","55","21",".",".",".",".",".","33","9.9","101","36","."
"14460","Boston-Cambridge-Newton, MA-NH","8.4","4.2","77","30","0.12","0.093","93","40","8","47","15.3","65","30","."
"14500","Boulder, CO","7","3.7",".",".","0.1","0.075",".",".",".",".",".",".",".","."
"14540","Bowling Green, KY",".",".",".",".","0.12","0.098",".",".",".",".",".","45","21","."
"14580","Bozeman, MT","13.5","5.4",".",".",".",".",".",".",".",".",".","62","25","."
"14720","Breckenridge, CO",".",".",".",".",".",".",".",".",".",".",".","52","18","."
"14740","Bremerton-Silverdale, WA",".",".",".",".",".",".",".",".",".",".",".","33","15","."
"14860","Bridgeport-Stamford-Norwalk, CT","5.1","3.8","67","18","0.15","0.111","70","26","6",".",".","49","29","."
"15100","Brookings, SD",".",".",".",".",".",".",".",".",".",".",".","71","24","."
"15140","Brownsville, TN",".",".",".",".","0.11","0.093",".",".",".",".",".",".",".","."
"15180","Brownsville-Harlingen, TX","4.4","2.6",".",".","0.08","0.066","6","4","1",".",".","59","21","."
"15260","Brunswick, GA",".",".",".",".","0.09","0.077","45","9","2",".",".","45","26","."
"15340","Bucyrus, OH",".",".",".",".","0.1","0.087",".",".",".",".",".",".",".","."
"15380","Buffalo-Cheektowaga-Niagara Falls, NY","4.2","2.5","77","22","0.1","0.09","246","52","10",".",".",".",".","."
"15420","Burley, ID",".",".",".",".",".",".",".",".",".",".",".","63","24","."
"15540","Burlington-South Burlington, VT","4.6","2.2","56","17","0.09","0.078","12","8","2","21","7","33","17","."
"15580","Butte-Silver Bow, MT","7.3","4.1",".",".",".",".",".",".",".",".",".","62","21","."
"15620","Cadillac, MI",".",".",".",".","0.1","0.091",".",".",".",".",".",".",".","."
"15700","Cambridge, MD",".",".",".",".","0.12","0.104",".",".",".",".",".",".",".","."
"15860","Ca¤on City, CO",".",".",".",".",".",".",".",".",".",".",".","64","16","."
"15940","Canton-Massillon, OH","4.5","2.3",".",".","0.11","0.091","62","28","7","42","18.4","57","24","."
"15980","Cape Coral-Fort Myers, FL",".",".",".",".","0.1","0.081",".",".",".",".",".","31","18","."
"16060","Carbondale-Marion, IL",".",".",".",".",".",".",".",".",".",".",".","54","23","."
"16100","Carlsbad-Artesia, NM",".",".","35","5","0.08","0.071","60","6","1",".",".",".",".","."
"16180","Carson City, NV","8.6","4.4",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"16300","Cedar Rapids, IA","2.9","2",".",".","0.1","0.076","172","71","5",".",".",".",".","."
"16540","Chambersburg-Waynesboro, PA",".",".",".",".","0.12","0.098",".",".",".",".",".",".",".","."
"16580","Champaign-Urbana, IL",".",".",".",".","0.12","0.095","26","10","2",".",".","47","23","."
"16620","Charleston, WV","2.6","1.4",".",".","0.13","0.104",".",".",".","46","19.5",".",".","."
"16700","Charleston-North Charleston, SC","6.4","4",".","9","0.1","0.084","34","11","2","36","13","44","21","."
"16740","Charlotte-Concord-Gastonia, NC-SC","7.1","4.3",".","18","0.13","0.107",".",".",".","38","17.6","60","30","."
"16860","Chattanooga, TN-GA",".",".",".",".","0.12","0.098",".",".",".","34","18.9","57","29","."
"16940","Cheyenne, WY",".",".",".",".",".",".",".",".",".","12","5.6","30","15","."
"16980","Chicago-Naperville-Elgin, IL-IN-WI","6.4","4.9","83","32","0.13","0.102","138","44","9","54","21.8","165","40","."
"17020","Chico, CA","7.1","4","67","15","0.11","0.087",".",".",".","60","17.5","214","31","."
"17140","Cincinnati, OH-KY-IN","4.9","3","68","22","0.12","0.096","134","30","8",".",".","85","31","."
"17200","Claremont-Lebanon, NH-VT",".",".",".",".","0.1","0.077","33","15","3",".",".","46","16","."
"17220","Clarksburg, WV",".",".",".",".",".",".",".",".",".","34","15","45","18","."
"17300","Clarksville, TN-KY",".",".",".",".","0.12","0.098","48","16","5","38","16.7","39","23","."
"17340","Clearlake, CA",".",".",".",".","0.09","0.07",".",".",".",".",".",".",".","."
"17420","Cleveland, TN",".",".","54","15",".",".","115","34","8",".",".","51","27","."
"17460","Cleveland-Elyria, OH","6.8","3.9","68","25","0.12","0.103","201","62","11","38","15.3","106","42","."
"17540","Clinton, IA",".",".",".",".","0.1","0.081","56","21","4",".",".","78","25","."
"17660","Coeur d'Alene, ID",".",".",".",".",".",".",".",".",".",".",".","92","22","."
"17700","Coffeyville, KS",".",".",".",".",".",".","122","46","7",".",".","95","25","."
"17820","Colorado Springs, CO","12.6","5.2","88","19","0.08","0.065","56","20","4",".",".","79","22","."
"17900","Columbia, SC","4.2","3.7","57","14","0.12","0.094","48","10","2","37","16.4","53","24","."
"17980","Columbus, GA-AL",".",".",".",".","0.11","0.097","37","10","2",".",".","45","24","."
"18140","Columbus, OH","8.5","2.5",".",".","0.14","0.103","44","15","4","40","17.7","76","27","."
"18180","Concord, NH",".",".",".",".","0.09","0.074","143","28","4","29","10.8","39","17","."
"18260","Cookeville, TN",".",".",".",".","0.11","0.091",".",".",".",".",".",".",".","."
"18580","Corpus Christi, TX",".",".",".",".","0.1","0.085","53","18","2",".",".","88","35","."
"18700","Corvallis, OR",".",".",".",".",".",".",".",".",".","32","7.1",".",".","."
"18860","Crescent City, CA",".",".",".",".",".",".",".",".",".",".",".","38","17","."
"19000","Cullowhee, NC",".",".",".",".","0.09","0.087",".",".",".",".",".",".",".","."
"19100","Dallas-Fort Worth-Arlington, TX","4.8","3.2","76","21","0.15","0.112","149","33","4",".",".","57","32","."
"19340","Davenport-Moline-Rock Island, IA-IL",".",".",".",".","0.1","0.083","45","14","3","41","16.4","176","44","."
"19380","Dayton, OH","4.1","2.8",".",".","0.13","0.096","41","18","5",".",".","49","24","."
"19460","Decatur, AL",".",".",".",".","0.1","0.092","39","11","2",".",".",".",".","."
"19500","Decatur, IL",".",".",".",".","0.1","0.087","101","27","5",".",".",".",".","."
"19660","Deltona-Daytona Beach-Ormond Beach, FL",".",".",".",".","0.09","0.075",".",".",".","25","11.4","56","21","."
"19700","Deming, NM",".",".",".",".",".",".",".",".",".",".",".","109","23","."
"19740","Denver-Aurora-Lakewood, CO","12.1","5.2","78","19","0.11","0.081","81","12","3",".",".","141","36","."
"19760","DeRidder, LA",".",".","49","7","0.1","0.081",".",".",".",".",".",".",".","."
"19780","Des Moines-West Des Moines, IA","6.5","3.5",".",".","0.08","0.073",".",".",".",".",".",".",".","."
"19820","Detroit-Warren-Dearborn, MI","6","4.4",".","18","0.12","0.096","172","53","9","44","13.2","96","36","."
"19860","Dickinson, ND",".",".",".",".","0.06","0.058",".",".",".",".",".",".",".","."
"19900","Dillon, SC",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"19980","Dodge City, KS",".",".",".",".",".",".",".",".",".",".",".","89","31","."
"20100","Dover, DE",".",".",".",".","0.12","0.097",".",".",".","29","12.5",".",".","."
"20180","DuBois, PA",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","4.6","2.9",".",".","0.08","0.069",".",".",".","25","8.6","71","25","."
"20380","Dunn, NC",".",".",".",".",".",".",".",".",".",".",".","46","25","."
"20420","Durango, CO",".",".",".",".","0.08","0.071",".",".",".",".",".","99","37","."
"20500","Durham-Chapel Hill, NC","14.2","5.4",".",".","0.12","0.098",".",".",".","34","15.7","46","23","."
"20700","East Stroudsburg, PA","0.4","0.3",".",".",".",".",".",".",".",".",".",".",".","."
"20780","Edwards, CO",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"20820","Effingham, IL",".",".",".",".","0.1","0.092",".",".",".",".",".",".",".","."
"20940","El Centro, CA","20.7","14.4","102","18","0.17","0.089","27","13","2","40","15.2","174","77","."
"20980","El Dorado, AR",".",".",".",".",".",".","91","22","5",".",".",".",".","."
"21020","Elizabeth City, NC",".",".",".",".","0.11","0.091",".",".",".",".",".",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.11","0.088",".",".",".",".",".",".",".","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.09","0.077",".",".",".",".",".",".",".","."
"21220","Elko, NV",".",".",".",".",".",".",".",".",".",".",".","78","25","."
"21300","Elmira, NY",".",".",".",".","0.09","0.082","27","15","3",".",".",".",".","."
"21340","El Paso, TX","14.4","8.2","74","28","0.11","0.073","56","16","2",".",".","209","66","."
"21420","Enid, OK",".",".","39","8",".",".",".",".",".",".",".",".",".","."
"21500","Erie, PA","10.6","5.6","62","15","0.11","0.096","171","43","10",".",".",".",".","."
"21540","Escanaba, MI",".",".",".",".",".",".","40","10","1",".",".",".",".","."
"21660","Eugene, OR","7.8","5",".",".","0.08","0.068",".",".",".","36","8.5","93","21","."
"21700","Eureka-Arcata-Fortuna, CA",".",".",".",".",".",".",".",".",".","28","9.1","50","19","."
"21780","Evansville, IN-KY","6.1","4.1","72","16","0.11","0.098","286","110","15",".",".","60","26","."
"21820","Fairbanks, AK","15.7","10.3",".",".",".",".",".",".",".",".",".",".",".","."
"22020","Fargo, ND-MN",".",".","42","6","0.07","0.066","7","3","1",".",".","64","20","."
"22140","Farmington, NM","7.2","2.3","45","12","0.08","0.065","204","38","10",".",".","35","17","."
"22180","Fayetteville, NC","5.9","4.5",".",".","0.12","0.1","14","7","5",".",".","42","24","."
"22380","Flagstaff, AZ",".",".",".",".","0.09","0.076",".",".",".",".",".","31","17","."
"22420","Flint, MI",".",".",".",".","0.11","0.095","24","11","2",".",".",".",".","."
"22500","Florence, SC",".",".",".",".","0.1","0.091",".",".",".",".",".",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".",".",".","104","17","3",".",".",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.1","0.089",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","8.4","5.1",".",".","0.09","0.073",".",".",".",".",".","36","16","."
"22840","Fort Payne, AL",".",".",".",".","0.11","0.098",".",".",".",".",".","48","23","."
"23060","Fort Wayne, IN","5.5","3.3",".",".","0.1","0.09",".",".",".",".",".",".",".","."
"23380","Fremont, OH",".",".",".",".",".",".",".",".",".",".",".","69","26","."
"23420","Fresno, CA","10","7.6","93","24","0.15","0.105",".",".",".","97","23.4","127","46","."
"23460","Gadsden, AL",".",".",".",".",".",".",".",".",".",".",".","66","30","."
"23500","Gaffney, SC",".",".",".",".","0.11","0.094",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.1","0.08",".",".",".","26","11.3","38","21","."
"23820","Gardnerville Ranchos, NV","9.5","4.3",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".",".",".",".","41","14","69","28","."
"23900","Gettysburg, PA","1.2","1.1",".",".","0.1","0.089",".",".",".",".",".",".",".","."
"23940","Gillette, WY",".",".",".",".",".",".",".",".",".",".",".","125","39","."
"24060","Glenwood Springs, CO",".",".",".",".",".",".",".",".",".",".",".","73","25","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".",".",".","48","20","."
"24300","Grand Junction, CO","8.5","4.7",".",".",".",".",".",".",".","18","6.9","51","19","."
"24340","Grand Rapids-Wyoming, MI","4.1","3.5",".",".","0.11","0.094","17","6","1","39","13.8","49","21","."
"24420","Grants Pass, OR","7.9","4.6",".",".",".",".",".",".",".",".",".","41","19","."
"24500","Great Falls, MT","7.1","3.5",".",".",".",".","50","12","3",".",".",".",".","."
"24540","Greeley, CO","6.6","3.4",".",".","0.09","0.069",".",".",".",".",".","47","18","."
"24580","Green Bay, WI",".",".",".",".","0.11","0.093","65","11","3",".",".",".",".","."
"24620","Greeneville, TN",".",".",".",".",".",".",".",".",".",".",".","50","28","."
"24660","Greensboro-High Point, NC","4","3.1",".",".","0.11","0.096",".",".",".",".",".","47","25","."
"24780","Greenville, NC",".",".",".",".","0.11","0.093",".",".",".",".",".",".",".","."
"24860","Greenville-Anderson-Mauldin, SC","6.9","4.8","62","17","0.12","0.099","29","9","3",".",".",".",".","."
"24940","Greenwood, SC",".",".",".",".","0.11","0.09",".",".",".",".",".",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".",".",".",".",".",".","74","27","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".",".","5","0.11","0.091","74","24","3",".",".",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.11","0.091",".",".",".",".",".",".",".","."
"25200","Hailey, ID",".",".",".",".",".",".",".",".",".",".",".","59","25","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","37","14.5",".",".","."
"25260","Hanford-Corcoran, CA",".",".",".","16","0.13","0.098",".",".",".",".",".","148","52","."
"25420","Harrisburg-Carlisle, PA","4.9","4.3","59","18","0.13","0.104","50","21","5",".",".",".",".","."
"25460","Harrison, AR",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".",".",".",".",".","24","13","3",".",".","41","24","."
"25540","Hartford-West Hartford-East Hartford, CT","11.9","5.5","62","18","0.16","0.107","27","19","4",".",".","40","18","."
"25740","Helena, MT",".",".",".",".",".",".","220","36","5",".",".","125","25","."
"25840","Hermiston-Pendleton, OR",".",".",".",".",".",".",".",".",".",".",".","106","29","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.12","0.094","19","7","5","34","17.4","49","25","."
"25900","Hilo, HI",".",".",".",".",".",".","826","187","10",".",".",".",".","."
"26020","Hobbs, NM",".",".",".",".",".",".",".",".",".",".",".","29","17","."
"26090","Holland, MI",".",".",".",".","0.12","0.091",".",".",".","35","12.2",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","6.3","4.1","74","24","0.2","0.124","99","40","7",".",".","116","44","."
"26580","Huntington-Ashland, WV-KY-OH","4.2","2.7","59","16","0.12","0.097","129","52","12","43","18.4","89","40","."
"26620","Huntsville, AL","4.7","4.3",".",".","0.11","0.093",".",".",".","31","15.6","52","24","."
"26820","Idaho Falls, ID",".",".",".",".","0.08","0.068",".",".",".",".",".",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","4.8","2.6",".","18","0.11","0.096","115","24","7",".",".","53","27","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"27140","Jackson, MS","8.2","5",".",".","0.11","0.084","31","7","2",".",".","53","24","."
"27180","Jackson, TN",".",".",".",".",".",".",".",".",".",".",".","43","20","."
"27220","Jackson, WY-ID",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"27260","Jacksonville, FL","6.3","4.1","53","16","0.1","0.08","126","36","4",".",".","58","28","."
"27340","Jacksonville, NC",".",".",".",".",".",".",".",".",".","36","12.7",".",".","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.1","0.092","115","37","8",".",".","40","14","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.11","0.093",".",".",".","35","14.3",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".",".",".",".",".",".","54","26","."
"27780","Johnstown, PA","4.4","2.8","48","15","0.11","0.09","84","25","9",".",".",".",".","."
"27900","Joplin, MO",".",".",".",".",".",".",".",".",".","27","13.1","105","34","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".",".",".","27","7","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".",".",".","97","17","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.1","0.091",".",".",".",".",".",".",".","."
"28060","Kalispell, MT","7.9","4.8",".",".","0.07","0.058",".",".",".",".",".","95","26","."
"28140","Kansas City, MO-KS","9.5","4.7","62","15","0.12","0.084","29","11","2","30","14.1","118","40","."
"28300","Keene, NH",".",".",".",".","0.11","0.079","44","22","5",".",".","49","22","."
"28580","Key West, FL",".",".",".",".",".",".",".",".",".",".",".","24","15","."
"28700","Kingsport-Bristol-Bristol, TN-VA","4.5","2.8","60","16","0.11","0.089","257","44","10",".",".",".",".","."
"28740","Kingston, NY",".",".",".",".","0.1","0.082","20","10","2",".",".",".",".","."
"28820","Kinston, NC",".",".",".",".","0.11","0.09",".",".",".",".",".",".",".","."
"28900","Klamath Falls, OR","7.3","4.5",".",".",".",".",".",".",".","44","10.7","81","26","."
"28940","Knoxville, TN","6.4","3.8","15","2","0.13","0.106","163","56","9","38","17.4","147","42","."
"29060","Laconia, NH",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.09","0.081",".",".",".","30","13",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".",".",".","89","24","."
"29340","Lake Charles, LA",".",".","29","5","0.13","0.088","55","15","4","35","13",".",".","."
"29420","Lake Havasu City-Kingman, AZ",".",".",".",".",".",".",".",".",".",".",".","63","30","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.1","0.078","107","19","7",".",".","49","21","."
"29540","Lancaster, PA","3.1","2.1","54","15","0.13","0.102","47","21","5",".",".",".",".","."
"29620","Lansing-East Lansing, MI",".",".",".",".","0.1","0.089",".",".",".","37","12.9",".",".","."
"29660","Laramie, WY",".",".",".",".","0.09","0.075",".",".",".",".",".","44","20","."
"29700","Laredo, TX","13.3","6.1",".",".","0.08","0.067",".",".",".",".",".","70","33","."
"29740","Las Cruces, NM","7","3.8","64","12","0.1","0.082","36","7","1","15","6.6","104","46","."
"29820","Las Vegas-Henderson-Paradise, NV","10.2","8.2","85","27","0.1","0.084","14","7","1","26","10.3","281","56","."
"29980","Lawrenceburg, TN",".",".",".",".","0.12","0.097",".",".",".",".",".",".",".","."
"30020","Lawton, OK","2.7","1.7",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"30300","Lewiston, ID-WA","7","4.6",".",".",".",".",".",".",".",".",".","82","32","."
"30420","Lexington, NE",".",".",".",".",".",".",".",".",".",".",".","76","34","."
"30460","Lexington-Fayette, KY","3.3","1.7","54","13","0.11","0.091","45","20","8",".",".","54","24","."
"30620","Lima, OH",".",".",".",".","0.11","0.093","28","13","3",".",".","32","17","."
"30700","Lincoln, NE","9.2","5.7",".",".","0.06","0.053",".",".",".","25","10.6",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","6","4","61","12","0.11","0.089","11","5","2",".",".","72","32","."
"30860","Logan, UT-ID","10.2","4.1",".",".","0.08","0.066",".",".",".",".",".",".",".","."
"30940","London, KY",".",".",".",".",".",".",".",".",".",".",".","48","26","."
"30980","Longview, TX",".",".",".",".","0.13","0.105",".",".",".",".",".",".",".","."
"31020","Longview, WA",".",".",".",".","0.07","0.052",".",".",".",".",".","38","20","."
"31080","Los Angeles-Long Beach-Anaheim, CA","16","11.1","139","51","0.14","0.095","48","19","4","53","24.3","119","56","."
"31140","Louisville/Jefferson County, KY-IN","9.1","4.8","57","14","0.12","0.103","149","32","7","40","17.5","60","29","."
"31220","Ludington, MI",".",".",".",".","0.12","0.101",".",".",".",".",".",".",".","."
"31420","Macon, GA",".",".",".",".","0.13","0.113",".",".",".",".",".",".",".","."
"31460","Madera, CA",".",".","57","14","0.1","0.088",".",".",".",".",".",".",".","."
"31500","Madison, IN",".",".",".",".",".",".","91","23","6",".",".",".",".","."
"31540","Madison, WI","2.9","2.1",".",".","0.1","0.087",".",".",".","32","13.1","48","21","."
"31700","Manchester-Nashua, NH","12","5.3",".",".","0.1","0.089","35","16","4",".",".","41","17","."
"31820","Manitowoc, WI",".",".",".",".","0.12","0.095",".",".",".","30","10.5",".",".","."
"31900","Mansfield, OH",".",".",".",".",".",".",".",".",".",".",".","53","23","."
"31930","Marietta, OH",".",".",".",".","0.12","0.097",".",".",".",".",".","72","29","."
"32000","Marion, NC",".",".",".",".",".",".",".",".",".","32","16.3",".",".","."
"32380","Mason City, IA",".",".",".",".",".",".","276","123","6",".",".","148","37","."
"32460","Mayfield, KY",".",".",".",".","0.12","0.098",".",".",".",".",".",".",".","."
"32580","McAllen-Edinburg-Mission, TX",".",".",".",".","0.09","0.075",".",".",".",".",".","59","26","."
"32780","Medford, OR","18.5","6.4",".",".",".",".",".",".",".","49","11.8","93","31","."
"32820","Memphis, TN-MS-AR","7.6","5.2","72","25","0.13","0.104","81","28","6","35","15.9","64","27","."
"32900","Merced, CA",".",".","63","13","0.13","0.105",".",".",".",".",".",".",".","."
"32940","Meridian, MS",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"33100","Miami-Fort Lauderdale-West Palm Beach, FL","7.9","5.4","67","17","0.11","0.079","79","15","3","25","9.3","44","24","."
"33140","Michigan City-La Porte, IN",".",".",".",".","0.11","0.086","40","14","4",".",".",".",".","."
"33180","Middlesborough, KY","4.5","2.5",".",".","0.11","0.081",".",".",".",".",".",".",".","."
"33340","Milwaukee-Waukesha-West Allis, WI","3.5","2.2","67","22","0.12","0.097","95","24","4","40","15","60","27","."
"33460","Minneapolis-St. Paul-Bloomington, MN-WI","7.6","5.2","63","22","0.1","0.078","38","17","2",".",".","88","35","."
"33540","Missoula, MT","5.8","4.4",".",".",".",".",".",".",".",".",".","43","20","."
"33660","Mobile, AL",".",".",".",".","0.1","0.079","206","41","7","41","18.3","84","45","."
"33700","Modesto, CA","10.9","6.3","87","22","0.11","0.09",".",".",".","100","24.9","136","43","."
"33740","Monroe, LA",".",".",".",".","0.1","0.082","16","10","2","28","13.9",".",".","."
"33860","Montgomery, AL",".",".",".",".","0.11","0.092",".",".",".","45","18.9","48","24","."
"33940","Montrose, CO",".",".",".",".",".",".",".",".",".",".",".","90","42","."
"33980","Morehead City, NC",".",".",".",".","0.09","0.081",".",".",".",".",".",".",".","."
"34020","Morgan City, LA",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"34060","Morgantown, WV",".",".",".",".",".",".","200","49","10","36","14.9","58","22","."
"34100","Morristown, TN",".",".",".",".","0.13","0.103",".",".",".",".",".",".",".","."
"34500","Mount Vernon, IL",".",".",".",".","0.1","0.08",".",".",".",".",".",".",".","."
"34540","Mount Vernon, OH",".",".",".",".","0.11","0.094",".",".",".",".",".",".",".","."
"34580","Mount Vernon-Anacortes, WA",".",".",".",".","0.06","0.05",".",".",".",".",".",".",".","."
"34620","Muncie, IN",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"34700","Muscatine, IA",".",".",".",".",".",".","273","129","10",".",".",".",".","."
"34740","Muskegon, MI",".",".",".",".","0.12","0.103",".",".",".",".",".",".",".","."
"34780","Muskogee, OK",".",".","39","8",".",".","75","17","2",".",".",".",".","."
"34900","Napa, CA","5.3","3.3","58","14","0.11","0.078",".",".",".",".",".","52","18","."
