"CBSA Code","CBSA","CO 2nd Max 1-hr","CO 2nd Max 8-hr","NO2 98th Percentile 1-hr","NO2 Mean 1-hr","Ozone 2nd Max 1-hr","Ozone 4th Max 8-hr","SO2 99th Percentile 1-hr","SO2 2nd Max 24-hr","SO2 Mean 1-hr","PM2.5 98th Percentile 24-hr","PM2.5 Weighted Mean 24-hr","PM10 2nd Max 24-hr","PM10 Mean 24-hr","Lead Max 3-Mo Avg"
"20100","Dover, DE",".",".",".",".","0.09","0.078",".",".",".","31","12.1",".",".","."
"20180","DuBois, PA",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"20260","Duluth, MN-WI","4","1.5",".",".","0.08","0.063",".",".",".","23","7.4","72","25","."
"20420","Durango, CO",".","1.2","42","7","0.08","0.071",".",".",".",".",".","38","19","."
"20500","Durham-Chapel Hill, NC",".","0.7",".",".","0.1","0.08",".",".",".","27","12.4","35","20","."
"20540","Dyersburg, TN",".",".",".",".",".",".",".",".",".","29","12.1",".",".","."
"20700","East Stroudsburg, PA",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"20820","Effingham, IL",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"20940","El Centro, CA","9.8","6.4","72","14","0.11","0.087","9","4","1","39","13","281","65","."
"20980","El Dorado, AR",".",".",".",".",".",".","25","6","3","28","12.6",".",".","."
"21060","Elizabethtown-Fort Knox, KY",".",".",".",".","0.1","0.083",".",".",".","38","14.4",".",".","."
"21140","Elkhart-Goshen, IN",".",".",".",".","0.09","0.082",".",".",".",".",".",".",".","."
"21300","Elmira, NY",".",".",".",".","0.08","0.072","24","13","3",".",".",".",".","."
"21340","El Paso, TX","5.7","3.2","71","18","0.1","0.078","10","4","1","47","18.1","179","46","."
"21500","Erie, PA","1.4","1","48","11","0.1","0.084","38","21","9","35","12.1","56","16","."
"21660","Eugene, OR","3.1","2.1",".",".","0.08","0.06",".",".",".","43","10.5","69","16","."
"21700","Eureka-Arcata-Fortuna, CA","1.6","1.3",".",".","0.05","0.046",".",".",".","22","7.1","44","19","."
"21740","Evanston, WY","1.6","1.5","19","2","0.08","0.07","6","6","1",".",".","62","12","."
"21780","Evansville, IN-KY","2.5","1.6",".",".","0.1","0.088","136","42","6","32","15.2","51","26","."
"21820","Fairbanks, AK","5.3","3.2",".",".",".",".",".",".",".","53","11",".",".","."
"21900","Fairmont, WV",".",".",".",".",".",".",".",".",".","34","15.3",".",".","."
"21980","Fallon, NV",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"22020","Fargo, ND-MN",".",".","36","5","0.06","0.055","5","2","0","15","7.5","51","14","."
"22140","Farmington, NM",".",".","47","16","0.09","0.079","75","8","1","15","6",".",".","."
"22180","Fayetteville, NC","3.1","2.3",".",".","0.1","0.082",".",".",".","30","13.6","36","19","."
"22220","Fayetteville-Springdale-Rogers, AR-MO",".",".",".",".","0.09","0.068",".",".",".",".",".",".",".","."
"22300","Findlay, OH",".",".",".",".",".",".",".",".",".",".",".","35","22","."
"22380","Flagstaff, AZ",".",".",".",".","0.08","0.069",".",".",".","30","8","42","21","."
"22420","Flint, MI",".",".",".",".","0.09","0.084",".",".",".","25","11.1",".",".","."
"22500","Florence, SC",".",".",".",".","0.08","0.073",".",".",".","32","12.4",".",".","."
"22520","Florence-Muscle Shoals, AL",".",".",".",".","0.09","0.076",".",".",".","35","13.5",".",".","."
"22540","Fond du Lac, WI",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"22660","Fort Collins, CO","3.5","2.4",".",".","0.11","0.085",".",".",".","20","8","44","20","."
"22800","Fort Madison-Keokuk, IA-IL-MO",".",".",".",".",".",".",".",".",".","30","12.7",".",".","."
"22840","Fort Payne, AL",".",".",".",".","0.09","0.08",".",".",".","30","13.9",".",".","."
"22900","Fort Smith, AR-OK",".",".",".",".","0.09","0.07",".",".",".","29","12.2","59","22","."
"23060","Fort Wayne, IN","3","1.7",".",".","0.09","0.08",".",".",".","34","13.2",".",".","."
"23180","Frankfort, KY",".",".",".",".",".",".",".",".",".","35","13.5",".",".","."
"23420","Fresno, CA","3.5","2.5","60","17","0.11","0.094",".",".",".","67","18.8","89","38","."
"23460","Gadsden, AL",".",".",".",".","0.09","0.075",".",".",".",".",".",".",".","."
"23500","Gaffney, SC",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"23540","Gainesville, FL",".",".",".",".","0.09","0.078",".",".",".","60","11.3","77","19","."
"23580","Gainesville, GA",".",".",".",".",".",".",".",".",".","29","13.8",".",".","."
"23820","Gardnerville Ranchos, NV","7.5","3.7",".",".",".",".",".",".",".",".",".",".",".","."
"23860","Georgetown, SC",".",".",".",".",".",".","33","7","1",".",".","73","33","."
"23900","Gettysburg, PA","0.9","0.6",".",".","0.09","0.081",".",".",".","31","12.3",".",".","."
"23940","Gillette, WY",".",".","11","4","0.09","0.072","61","20","3","19","6.6","189","37","."
"24060","Glenwood Springs, CO",".",".",".",".","0.08","0.068",".",".",".",".",".","61","29","."
"24140","Goldsboro, NC",".",".",".",".",".",".",".",".",".","25","11.5","31","18","."
"24260","Grand Island, NE",".",".",".",".",".",".",".",".",".","18","8.3",".",".","."
"24300","Grand Junction, CO","2.8","1.8",".",".",".",".",".",".",".","26","9.5","124","37","."
"24340","Grand Rapids-Wyoming, MI","1.7","1.1",".",".","0.1","0.088",".",".",".","32","14.7","42","17","."
"24420","Grants Pass, OR",".",".",".",".",".",".",".",".",".","29","8.2","39","13","."
"24500","Great Falls, MT","2.9","1.5",".",".",".",".",".",".",".","37","7.2",".",".","."
"24540","Greeley, CO","3.9","2.4",".",".","0.09","0.074",".",".",".","29","9.2","65","22","."
"24580","Green Bay, WI",".",".",".",".","0.1","0.085","77","14","2","33","11.4",".",".","."
"24660","Greensboro-High Point, NC","2.4","2",".",".","0.11","0.086",".",".",".","33","13.6","35","20","."
"24780","Greenville, NC",".",".",".",".","0.09","0.079",".",".",".","24","11.2",".",".","."
"24860","Greenville-Anderson-Mauldin, SC","2.3","1.5","48","12","0.1","0.081","21","9","2","30","14.6","46","21","."
"24940","Greenwood, SC",".",".",".",".","0.1","0.083",".",".",".","29","12.9",".",".","."
"25020","Guayama, PR",".",".",".",".",".",".",".",".",".","17","6.5","80","30","."
"25060","Gulfport-Biloxi-Pascagoula, MS",".",".",".",".","0.1","0.081","46","7","2","25","11.2",".",".","."
"25180","Hagerstown-Martinsburg, MD-WV",".",".",".",".","0.1","0.081",".",".",".","31","15.6",".",".","."
"25220","Hammond, LA",".",".",".",".",".",".",".",".",".","26","11.3",".",".","."
"25260","Hanford-Corcoran, CA",".",".",".","11","0.11","0.088",".",".",".","58","18.4","105","47","."
"25420","Harrisburg-Carlisle, PA","1.6","1.2","47","14","0.11","0.082","60","15","5","36","14.3","53","20","."
"25460","Harrison, AR",".",".",".",".","0.09","0.074",".",".",".",".",".",".",".","."
"25500","Harrisonburg, VA",".",".","41","11","0.08","0.069","11","4","1","32","13.7",".",".","."
"25540","Hartford-West Hartford-East Hartford, CT","5.6","3.3","49","12","0.13","0.097","17","11","2","29","10","27","14","."
"25620","Hattiesburg, MS",".",".",".",".",".",".",".",".",".","29","14.2",".",".","."
"25740","Helena, MT",".",".",".",".",".",".",".",".",".","46","9.2",".",".","."
"25760","Helena-West Helena, AR",".",".",".",".",".",".",".",".",".","31","12.6",".",".","."
"25840","Hermiston-Pendleton, OR",".",".",".","7","0.07","0.066",".",".",".",".",".",".",".","."
"25860","Hickory-Lenoir-Morganton, NC",".",".",".",".","0.1","0.081",".",".",".","31","14.6","43","23","."
"25900","Hilo, HI",".",".",".",".",".",".","1118","221","18",".",".",".",".","."
"26020","Hobbs, NM",".",".","44","6","0.07","0.064",".",".",".",".",".",".",".","."
"26090","Holland, MI",".",".",".",".","0.12","0.094",".",".",".","32","11.7",".",".","."
"26140","Homosassa Springs, FL",".",".",".",".",".",".",".",".",".","26","8.5",".",".","."
"26300","Hot Springs, AR",".",".",".",".",".",".",".",".",".","33","12.1",".",".","."
"26380","Houma-Thibodaux, LA",".",".",".",".","0.1","0.076",".",".",".","23","9.6",".",".","."
"26420","Houston-The Woodlands-Sugar Land, TX","3.5","2.5","62","17","0.13","0.09","62","17","3","33","15.6","190","57","."
"26540","Huntington, IN",".",".",".",".","0.09","0.078",".",".",".",".",".",".",".","."
"26580","Huntington-Ashland, WV-KY-OH",".",".","39","11","0.11","0.089","66","21","6","39","16.7","94","39","."
"26620","Huntsville, AL",".",".",".",".","0.1","0.082",".",".",".","34","14.3","62","23","."
"26820","Idaho Falls, ID",".",".",".",".","0.08","0.067",".",".",".",".",".",".",".","."
"26860","Indiana, PA",".",".","31","6","0.09","0.079","88","29","7",".",".",".",".","."
"26900","Indianapolis-Carmel-Anderson, IN","7.9","3.6","48","13","0.1","0.084","140","36","5","39","17.3","59","27","."
"26980","Iowa City, IA",".",".",".",".",".",".",".",".",".","33","12.2",".",".","."
"27020","Iron Mountain, MI-WI",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"27060","Ithaca, NY",".",".",".",".","0.08","0.071",".",".",".",".",".",".",".","."
"27140","Jackson, MS",".",".",".",".","0.08","0.071",".",".",".","26","12.8",".",".","."
"27180","Jackson, TN",".",".",".",".",".",".",".",".",".","38","13.2",".",".","."
"27220","Jackson, WY-ID","0.9","0.5",".",".","0.07","0.065",".",".",".",".",".",".",".","."
"27260","Jacksonville, FL","2.6","1.9","43","10","0.11","0.081","82","28","4","60","10.4","60","25","."
"27340","Jacksonville, NC",".",".",".",".",".",".",".",".",".","22","9.5","30","17","."
"27460","Jamestown-Dunkirk-Fredonia, NY",".",".",".",".","0.1","0.086","43","15","3","32","9.7",".",".","."
"27500","Janesville-Beloit, WI",".",".",".",".","0.08","0.077",".",".",".",".",".",".",".","."
"27540","Jasper, IN",".",".",".",".",".",".","172","37","7","36","14.9","48","25","."
"27780","Johnstown, PA","3.1","1.9","44","12","0.09","0.072","68","26","6",".",".","63","21","."
"27900","Joplin, MO",".",".",".",".",".",".",".",".",".",".",".","146","28","."
"27940","Juneau, AK",".",".",".",".",".",".",".",".",".","40","6.6","21","8","."
"27980","Kahului-Wailuku-Lahaina, HI",".",".",".",".",".",".",".",".",".","10","5","93","26","."
"28020","Kalamazoo-Portage, MI",".",".",".",".","0.09","0.081",".",".",".","29","12.6",".",".","."
"28060","Kalispell, MT","4.1","2.4",".",".","0.06","0.054",".",".",".","41","10.5","115","30","."
"28140","Kansas City, MO-KS","2.9","2.1","60","18","0.11","0.089","160","61","4","27","12.3","76","35","."
"28300","Keene, NH",".",".",".",".","0.09","0.073",".",".",".","26","10.8",".",".","."
"28420","Kennewick-Richland, WA",".",".",".",".",".",".",".",".",".",".",".","89","19","."
"28700","Kingsport-Bristol-Bristol, TN-VA","2.5","1.2","46","11","0.11","0.09","211","35","6","34","14.6",".",".","."
"28740","Kingston, NY",".",".",".",".","0.08","0.072","14","9","1",".",".",".",".","."
"28820","Kinston, NC",".",".",".",".","0.09","0.077",".",".",".","25","10.4",".",".","."
"28900","Klamath Falls, OR",".",".",".",".",".",".",".",".",".","40","10.8","71","22","."
"28940","Knoxville, TN","0.7","0.4",".",".","0.12","0.092","213","67","12","39","16.1","114","36","."
"29020","Kokomo, IN",".",".",".",".",".",".",".",".",".","34","13.5",".",".","."
"29060","Laconia, NH",".",".",".",".","0.08","0.075",".",".",".","19","6.9",".",".","."
"29100","La Crosse-Onalaska, WI-MN",".",".",".",".",".",".",".",".",".","34","12.1",".",".","."
"29180","Lafayette, LA",".",".",".",".","0.09","0.076",".",".",".","23","10.4",".",".","."
"29200","Lafayette-West Lafayette, IN",".",".",".",".","0.09","0.078",".",".",".","34","13.9",".",".","."
"29260","La Grande, OR",".",".",".",".",".",".",".",".",".","15","6.4",".",".","."
"29340","Lake Charles, LA",".",".","36","7","0.09","0.078","41","9","3","24","9.6",".",".","."
"29380","Lake City, FL",".",".",".",".","0.08","0.072",".",".",".",".",".",".",".","."
"29420","Lake Havasu City-Kingman, AZ",".",".",".",".",".",".",".",".",".",".",".","50","20","."
"29460","Lakeland-Winter Haven, FL",".",".",".",".","0.09","0.077",".",".",".","55","10.2","65","18","."
"29540","Lancaster, PA","1.7","1.3","42","12","0.1","0.083","65","18","5","40","15.4","51","19","."
"29620","Lansing-East Lansing, MI",".",".",".",".","0.09","0.081",".",".",".","29","11.5",".",".","."
"29660","Laramie, WY",".",".",".",".","0.07","0.066",".",".",".",".",".",".",".","."
"29700","Laredo, TX","3.9","2.2",".",".","0.07","0.059",".",".",".",".",".","119","29","."
"29740","Las Cruces, NM",".",".","51","9","0.09","0.076",".",".",".","15","6.3","274","45","."
"29820","Las Vegas-Henderson-Paradise, NV","4.6","3.8",".",".","0.1","0.085","6","3","0","23","10.3","127","39","."
"29860","Laurel, MS",".",".",".",".",".",".",".",".",".","30","14.7",".",".","."
"29980","Lawrenceburg, TN",".",".",".",".","0.09","0.079",".",".",".","40","12.6",".",".","."
"30020","Lawton, OK",".",".",".",".","0.08","0.074",".",".",".",".",".",".",".","."
"30340","Lewiston-Auburn, ME",".",".",".",".","0.1","0.081",".",".",".",".",".","33","16","."
"30460","Lexington-Fayette, KY",".",".","56","11","0.1","0.08","52","10","4","35","14.6","43","23","."
"30620","Lima, OH",".",".",".",".","0.09","0.078","19","11","2",".",".","35","23","."
"30700","Lincoln, NE","4.2","2.6",".",".","0.06","0.054",".",".",".","33","9.1",".",".","."
"30780","Little Rock-North Little Rock-Conway, AR","3.2","2","46","11","0.1","0.083","11","5","3","34","12.9","48","30","."
"30860","Logan, UT-ID",".",".","46","12","0.09","0.074",".",".",".","47","10.2","66","21","."
"30980","Longview, TX",".",".","28","7","0.11","0.081","103","13","1",".",".",".",".","."
"31080","Los Angeles-Long Beach-Anaheim, CA","7","4.9","88","31","0.14","0.105","19","9","3","47","16","131","39","."
"31140","Louisville/Jefferson County, KY-IN","3.7","2.1","52","16","0.11","0.09","194","36","6","43","16.5","61","27","."
"31220","Ludington, MI",".",".",".",".","0.11","0.083",".",".",".",".",".",".",".","."
"31300","Lumberton, NC",".",".",".",".",".",".",".",".",".","30","13",".",".","."
"31340","Lynchburg, VA",".",".",".",".",".",".",".",".",".","31","13.1",".",".","."
"31420","Macon, GA",".",".",".",".","0.1","0.084","31","10","2","42","18.7","111","36","."
"31460","Madera, CA",".",".","40","10","0.09","0.077",".",".",".",".",".",".",".","."
"31540","Madison, WI",".",".",".",".","0.09","0.08",".",".",".","37","13.2",".",".","."
"31660","Malone, NY",".",".",".",".","0.08","0.072","8","5","1",".",".","56","13","."
"31700","Manchester-Nashua, NH","3.7","2.2","43","11","0.1","0.081","66","18","3","30","10.3","32","14","."
"31740","Manhattan, KS",".",".",".",".","0.08","0.07",".",".",".",".",".",".",".","."
"31820","Manitowoc, WI",".",".",".",".","0.1","0.085",".",".",".","30","11.3",".",".","."
"31930","Marietta, OH",".",".",".",".","0.1","0.086",".",".",".",".",".",".",".","."
"32000","Marion, NC",".",".",".",".",".",".",".",".",".","29","14",".",".","."
"32140","Marshall, MN",".",".",".",".","0.07","0.064",".",".",".",".",".",".",".","."
"32220","Marshall, TX",".",".","19","4","0.08","0.069",".",".",".","24","11.5","31","17","."
"32380","Mason City, IA",".",".",".",".",".",".","3","1","0",".",".","121","36","."
"32540","McAlester, OK",".",".",".",".","0.09","0.071",".",".",".","28","12",".",".","."
"32580","McAllen-Edinburg-Mission, TX",".",".",".",".","0.07","0.06",".",".",".","24","10.9","84","26","."
"32780","Medford, OR","4.3","2.7",".",".","0.08","0.066",".",".",".","33","9.7","78","22","."
